ID,NAME,TYPE,ADDRESS,LATITUDE,LONGITUDE,STATUS,INSPECTION
10300063,239-DUGOUT DEALS,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,[object Object]
10489325,241 PIZZA,Food Take Out,2318 DANFORTH AVE,43.68718,-79.30727,Pass,"[object Object],[object Object]"
10681139,241 PIZZA,Food Take Out,"235 DIXON RD, Unit-8",43.69669,-79.54392,Pass,"[object Object],[object Object],[object Object],[object Object]"
10677386,241 PIZZA,Food Take Out,1029 PAPE AVE,43.68875,-79.34821,Pass,"[object Object],[object Object]"
10633698,241 PIZZA,Food Take Out,"1 YORK GATE BLVD, Unit-144A",43.75851,-79.51944,Pass,"[object Object],[object Object],[object Object]"
10604803,241 PIZZA,Food Take Out,451 PARLIAMENT ST,43.66356,-79.36755,Pass,"[object Object],[object Object],[object Object]"
10587651,241 PIZZA,Restaurant,1349 ST CLAIR AVE W,43.67606,-79.45064,Pass,"[object Object],[object Object]"
10559262,241 PIZZA,Food Take Out,142 PARLIAMENT ST,43.6546,-79.36402,Pass,"[object Object],[object Object],[object Object],[object Object]"
10603529,244 -BUDWEISER,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10405652,244 PIZZA & WINGS,Food Take Out,1166 WESTON RD,43.6872,-79.49055,Pass,"[object Object],[object Object],[object Object]"
10656552,24SEVEN LOUNGE,Restaurant,106 HUMBER COLLEGE BLVD,43.7312,-79.60061,Pass,"[object Object],[object Object],[object Object]"
10687680,254 BASEMENT,Restaurant,254 LANSDOWNE AVE,43.65117,-79.44033,Pass,"[object Object],[object Object]"
10584871,3 BRASSEURS,Restaurant,2 LIBERTY ST,43.63871,-79.41996,Pass,"[object Object],[object Object],[object Object]"
10600496,3 EGGS ALL DAY PUB & GRILL,Restaurant,936 EGLINTON AVE W,43.70059,-79.42851,Pass,"[object Object],[object Object],[object Object]"
10301731,3 JIT VARIETY,Food Store (Convenience/Variety),1452 BLOOR ST W,43.65718,-79.44885,Pass,[object Object]
10325719,3-SATELLITE KITCHEN,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
9000097,30 UP CLUB,Private Club,22 DORCHESTER AVE,43.62153,-79.5179,Pass,[object Object]
10428037,3030,Restaurant,3030 DUNDAS ST W,43.66583,-79.4705,Pass,"[object Object],[object Object],[object Object]"
10639426,32 CHICKEN ST,Restaurant,409 COLLEGE ST,43.65653,-79.40656,Pass,"[object Object],[object Object],[object Object]"
10697456,330 TAKE-OUT BY MERCATTO,Food Take Out,330 BAY ST,43.64998,-79.38087,Pass,[object Object]
10330988,338 VEGETABLE & FRUIT,Food Store (Convenience/Variety),631 GERRARD ST E,43.66561,-79.35074,Pass,[object Object]
9003137,360 RESTAURANT,Restaurant,"301 FRONT ST W, CN TOWER",43.64372,-79.38844,Pass,"[object Object],[object Object],[object Object],[object Object]"
10666005,365 BAR & GRILL,Restaurant,210 MARKHAM RD,43.74408,-79.2193,Pass,[object Object]
10686657,365 STOP & GO CONVENIENCE,Food Store (Convenience/Variety),1829 DAVENPORT RD,43.6706,-79.45258,Pass,[object Object]
10686988,369 MAZEL,Restaurant,2326 DANFORTH AVE,43.68727,-79.30711,Pass,"[object Object],[object Object]"
10612709,3J'S MILK AND VARIETY,Food Store (Convenience/Variety),2993 ISLINGTON AVE,43.75909,-79.57113,Pass,[object Object]
10686264,3PM DELIGHTS CAKERY,Bakery,"8 GLEN WATFORD DR, Unit-19",43.78659,-79.27669,Pass,"[object Object],[object Object]"
10613283,3SK CAFE,Bake Shop,1054 EGLINTON AVE W,43.70013,-79.43065,Pass,"[object Object],[object Object]"
10535277,4 LIFE NATURAL FOOD,Food Take Out,210 AUGUSTA AVE,43.65467,-79.4024,Pass,"[object Object],[object Object],[object Object]"
10504536,4 Season Farms,Food Store (Convenience/Variety),1095 O'CONNOR DR,43.71027,-79.30887,Pass,
10657224,4 YOUR CONVENIENCE,Food Store (Convenience/Variety),1990 EGLINTON AVE W,43.69492,-79.45493,Pass,[object Object]
10325730,4-SATELLITE KITCHEN,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10598546,416 COMMUNITY SUPPORT FOR WOMEN,Food Bank,416 DUNDAS ST E,43.65923,-79.36695,Pass,[object Object]
10598572,416 COMMUNITY SUPPORT FOR WOMEN,Community Kitchen (Meal Program),416 DUNDAS ST E,43.65923,-79.36695,Pass,"[object Object],[object Object]"
10512315,416 SNACK BAR,Restaurant,181 BATHURST ST,43.64755,-79.404,Pass,"[object Object],[object Object]"
10667616,450 MINI MART,Food Store (Convenience/Variety),"450 PARLIAMENT ST, Bldg-1",43.66398,-79.36784,Pass,"[object Object],[object Object]"
10711089,4C BROAST CHICKEN COFFEE AND COLD CORNER,Restaurant,3879 LAWRENCE AVE E,43.76335,-79.20883,Pass,"[object Object],[object Object]"
10433183,4C Broast Chicken,Restaurant,1758 LAWRENCE AVE E,43.74285,-79.30782,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object]"
10544572,4C Broast Chicken,Restaurant,1093 O'CONNOR DR,43.71022,-79.30892,Pass,[object Object]
10612134,4U MILK VARIETY,Food Store (Convenience/Variety),2987 ISLINGTON AVE,43.7592,-79.5706,Pass,[object Object]
10550883,5  POINTS BAR & GRILL,Restaurant,636 VAUGHAN RD,43.69269,-79.44145,Pass,"[object Object],[object Object],[object Object],[object Object]"
10550144,5 ELEMENTS ESPRESSO BAR,Restaurant,131 AVENUE RD,43.6738,-79.39587,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object]"
10617002,5 SPICE DINING,Restaurant,2826 MARKHAM RD,43.82307,-79.24781,Pass,"[object Object],[object Object],[object Object]"
10365045,508-PIZZA NOVA,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,[object Object]
10700371,51 LISGAR-TPH-AANGEN,Serving Kitchen,51 LISGAR ST,43.64229,-79.42296,Pass,[object Object]
10530683,512-CORKTOWN FRESH BURGER CART,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10300084,514-MUDDY YORK MARKET PLUS,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10459514,517-BIG SMOKE FOOD CO.,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10362897,5179 METRO VARIETY,Food Store (Convenience/Variety),1604 GERRARD ST E,43.67295,-79.32015,Pass,[object Object]
10559550,519 Community Kitchen,Community Kitchen (Meal Program),"519 CHURCH ST, Flr-2",43.66656,-79.38095,Pass,"[object Object],[object Object],[object Object],[object Object]"
10364705,520-GARRISON CREEK (HOGTOWN),Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10300054,520-QUEEN STREET,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
9000116,521 CAFE,Restaurant,521 DANFORTH AVE,43.67804,-79.34821,Pass,[object Object]
10300050,523-PIZZA NOVA,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10531047,524-CABBAGETOWN MERCANTILE,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10531051,525-BIG SMOKE FOODS CO.,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10531052,534-CABBAGETOWN MERCANTILE C-57,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,[object Object]
10300060,536-DUGOUT DEALS,Food Take Out,1 BLUE JAYS WAY,43.64168,-79.39012,Pass,"[object Object],[object Object]"
10724559,57 SYLVAN AVE,Child Care - Catered,57 SYLVAN AVE,43.6543,-79.43242,Pass,[object Object]
10690233,588,Restaurant,588 COLLEGE ST,43.65529,-79.41352,Pass,[object Object]
10489308,5N2 Foods (Global Kingdom Ministries),Community Kitchen (Meal Program),1250 MARKHAM RD,43.77912,-79.23359,Pass,
10675247,5N2 KITCHENS,Serving Kitchen,2050 ELLESMERE RD,43.77774,-79.23494,Pass,"[object Object],[object Object]"
10453569,649 Mega Convenience,Food Store (Convenience/Variety),"5651 STEELES AVE E, Unit-22",43.83219,-79.26675,Pass,[object Object]
10504878,682 Warden Avenue Community Kitchen,Community Kitchen (Meal Program),682 WARDEN AVE,43.70596,-79.27905,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object]"
10569370,6ixTriangles,Food Take Out,127 JEFFERSON AVE,43.6395,-79.42193,Pass,"[object Object],[object Object],[object Object]"
10650183,7 BAKER,Bakery,3 WELLESLEY ST W,43.66475,-79.38493,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
10695522,7 BAKER,Bakery,3272 MIDLAND AVE,43.80493,-79.29029,Pass,[object Object]
10700853,7 Baker,Food Take Out,"300 BOROUGH DR, Unit-R007",43.77629,-79.25802,Pass,[object Object]
9000122,7 DAY CONVENIENCE,Food Store (Convenience/Variety),"2480 GERRARD ST E, Unit-5",43.68747,-79.28453,Pass,[object Object]
9000123,7 DAY CONVENIENCE,Food Store (Convenience/Variety),3228 WESTON RD,43.73891,-79.53973,Pass,
10467934,7 DAYS CONVENIENCE,Food Store (Convenience/Variety),669 BLOOR ST W,43.6639,-79.41583,Pass,"[object Object],[object Object]"
9417941,7 NUMBERS,Restaurant,307 DANFORTH AVE,43.67696,-79.35385,Pass,"[object Object],[object Object],[object Object],[object Object]"
10273767,7 NUMBERS EGLINTON,Restaurant,516 EGLINTON AVE W,43.71025,-79.38215,Pass,"[object Object],[object Object]"
9000144,7 WEST CAFE,Restaurant,7 CHARLES ST W,43.6685,-79.38669,Pass,"[object Object],[object Object],[object Object],[object Object]"
9013817,7-ELEVEN,Food Store (Convenience/Variety),"1730 BLOOR ST W, Unit-1",43.65493,-79.45886,Pass,"[object Object],[object Object],[object Object],[object Object]"
10472349,7-ELEVEN,Food Take Out,1 CARLTON ST,43.66122,-79.38281,Pass,"[object Object],[object Object]"
10466868,7-ELEVEN,Food Store (Convenience/Variety),1033 BAY ST,43.66616,-79.38741,Pass,"[object Object],[object Object]"
10450647,7-ELEVEN,Restaurant,328 YONGE ST,43.65724,-79.38163,Pass,"[object Object],[object Object],[object Object],[object Object]"
10322931,7-ELEVEN,Food Take Out,334 BLOOR ST W,43.66668,-79.40437,Pass,"[object Object],[object Object],[object Object]"
10304452,7-ELEVEN,Food Store (Convenience/Variety),1718A WILSON AVE,43.72047,-79.51357,Pass,[object Object]
10297823,7-ELEVEN,Food Store (Convenience/Variety),1260 DUNDAS ST W,43.64949,-79.4249,Pass,"[object Object],[object Object],[object Object],[object Object]"
10290975,7-ELEVEN,Food Take Out,3260 LAKE SHORE BLVD W,43.59731,-79.52297,Pass,"[object Object],[object Object],[object Object]"
10205717,7-ELEVEN,Food Take Out,980 ISLINGTON AVE,43.62909,-79.51737,Pass,[object Object]
10197785,7-ELEVEN,Food Store (Convenience/Variety),372 BAY ST,43.65094,-79.38149,Pass,"[object Object],[object Object]"
9421826,7-ELEVEN,Food Store (Convenience/Variety),1 EGLINTON AVE E,43.70659,-79.39777,Pass,"[object Object],[object Object]"
9389795,7-ELEVEN,Food Take Out,873 QUEEN ST W,43.64569,-79.41133,Pass,"[object Object],[object Object],[object Object]"
9030457,7-ELEVEN,Food Store (Convenience/Variety),260 COLLEGE ST,43.6581,-79.39977,Pass,"[object Object],[object Object]"
9013837,7-ELEVEN,Food Store (Convenience/Variety),3587 BATHURST ST,43.73255,-79.43246,Pass,"[object Object],[object Object]"
9013829,7-ELEVEN,Food Store (Convenience/Variety),2480 LAKE SHORE BLVD W,43.6131,-79.4901,Pass,"[object Object],[object Object],[object Object],[object Object]"
9013825,7-ELEVEN,Food Store (Convenience/Variety),1390 WESTON RD,43.69105,-79.50129,Pass,[object Object]
9013822,7-ELEVEN,Food Take Out,3355 DUNDAS ST W,43.66527,-79.48241,Pass,"[object Object],[object Object],[object Object]"
9013819,7-ELEVEN,Supermarket,883 DUNDAS ST W,43.65107,-79.4111,Pass,"[object Object],[object Object]"
10512464,7-Eleven,Food Store (Convenience/Variety),1169 ST CLAIR AVE W,43.67773,-79.44282,Pass,"[object Object],[object Object]"
10509563,700 CAFE,Food Take Out,255 FRONT ST W,43.64392,-79.38764,Pass,"[object Object],[object Object]"
10554502,709 GREEK CAFE SHOP,Restaurant,709 DANFORTH AVE,43.67901,-79.34344,Pass,[object Object]
10566779,71 BUBBLE TEA,Food Take Out,71 KENSINGTON AVE,43.65449,-79.40041,Pass,
10353759,77 FOOD MARKET,Food Store (Convenience/Variety),138 HALLAM ST,43.66721,-79.43165,Pass,
10380508,777 VARIETY,Food Store (Convenience/Variety),3095 BATHURST ST,43.72067,-79.42982,Pass,
10693524,786 JANNAT HALAL MEAT,Butcher Shop,268 MARKHAM RD,43.655,-79.40873,Pass,"[object Object],[object Object]"
10509153,8 Noodles/Eight Noodles,Restaurant,3309 SHEPPARD AVE E,43.7783,-79.30887,Pass,"[object Object],[object Object]"
10685965,800 COFFEE BAR,Cafeteria - Public Access,800 BAY ST,43.66117,-79.38644,Pass,"[object Object],[object Object]"
10661984,817 SPORTS BAR & GRILL,Restaurant,817 QUEEN ST W,43.64604,-79.40916,Pass,"[object Object],[object Object],[object Object]"
10489414,850 DEGREES,Restaurant,3455 LAKE SHORE BLVD W,43.59532,-79.52976,Pass,"[object Object],[object Object],[object Object]"
10641149,876 JAMROCK RESTAURANT,Restaurant,"6210 FINCH AVE W, Unit-101B",43.74264,-79.58969,Pass,"[object Object],[object Object],[object Object]"
10515796,8956642 Canada Corp.,Bakery,"757 WARDEN AVE, Unit-4",43.72095,-79.28392,Pass,"[object Object],[object Object]"
10659316,9 BARS COFFEE,Food Take Out,46 ST CLAIR AVE E,43.68876,-79.39201,Pass,[object Object]
10379160,9 STAR FOODS,Food Depot,1771 ALBION RD,43.74296,-79.60795,Pass,
10312130,9-11 MILK STORE,Food Store (Convenience/Variety),3205 BATHURST ST,43.72331,-79.43036,Pass,
10372406,977 CAFE,Restaurant,977 O'CONNOR DR,43.70851,-79.31023,Pass,"[object Object],[object Object]"
10566470,98 AROMA,Restaurant,440 SPADINA AVE,43.65653,-79.3997,Pass,"[object Object],[object Object],[object Object],[object Object]"
10617461,989 HAWAII BAR,Restaurant,989 DOVERCOURT RD,43.66702,-79.43163,Pass,[object Object]
10202519,99 CENTS EXPRESS,Food Store (Convenience/Variety),1910 WESTON RD,43.7002,-79.51727,Pass,
10700758,99 HOWARD CONVENIENCE,Food Store (Convenience/Variety),99 HOWARD ST,43.6714,-79.37093,Pass,[object Object]
10699275,99 MYTHIC TASTE - NORTH YORK,Restaurant,5418 YONGE ST,43.77553,-79.41525,Pass,"[object Object],[object Object]"
10652896,99 SUSHI,Restaurant,170 EGLINTON AVE E,43.70804,-79.39322,Pass,"[object Object],[object Object],[object Object],[object Object],[object Object]"
9000174,A & A CHILD CARE CENTRE,Child Care - Food Preparation,3380 MIDLAND AVE,43.8093,-79.29035,Pass,"[object Object],[object Object]"
10620027,A & C HEALTH & GIFTS CENTER,Food Store (Convenience/Variety),"19 MILLIKEN BLVD, Unit-C1/C2",43.80311,-79.2946,Pass,
9396668,A & D CONVENIENCE,Food Store (Convenience/Variety),5555 EGLINTON AVE W,43.65004,-79.60354,Pass,"[object Object],[object Object]"
10514098,A & D CONVENIENCE PLUS,Food Store (Convenience/Variety),"4379 KINGSTON RD, Unit-3",43.76519,-79.19109,Pass,
10455031,A & H CONVENIENCE,Food Store (Convenience/Variety),"70 PLUNKETT RD, Unit-3",43.7596,-79.57035,Pass,[object Object]
10384734,A & L MINI MART,Food Store (Convenience/Variety),839 BLOOR ST W,43.66249,-79.42331,Pass,[object Object]
10381315,A & M LIFESTYLE VARIETY,Food Store (Convenience/Variety),1233 WESTON RD,43.6884,-79.49273,Pass,
9018891,A & N TAKE-OUT,Food Take Out,1427 QUEEN ST W,43.64049,-79.43708,Pass,"[object Object],[object Object]"
10476099,A & O International,Food Depot,"70 BELFIELD RD, Unit-14",43.70431,-79.5707,Pass,
10421830,A & S CHINESE FOOD,Food Take Out,404 OLD WESTON RD,43.6744,-79.46416,Pass,[object Object]
10501222,A & T FRUIT MARKET,Food Store (Convenience/Variety),3375 BATHURST ST,43.72604,-79.43093,Pass,[object Object]
9000198,A & W,Food Court Vendor,"250 THE EAST MALL, UNIT-222",43.63279,-79.55468,Pass,"[object Object],[object Object],[object Object],[object Object]"
10724662,A & W,Food Take Out,865 QUEEN ST W,43.64569,-79.4106,Pass,[object Object]
10699176,A & W,Restaurant,3214 LAKE SHORE BLVD W,43.59752,-79.52111,Pass,"[object Object],[object Object],[object Object]"
10670952,A & W,Restaurant,3571 SHEPPARD AVE E,43.78031,-79.29914,Pass,"[object Object],[object Object],[object Object]"
10659061,A & W,Restaurant,3318 KEELE ST,43.73465,-79.48393,Pass,"[object Object],[object Object],[object Object],[object Object]"
10658923,A & W,Restaurant,"355 CHURCH ST, Bldg-1",43.66043,-79.37848,Pass,"[object Object],[object Object],[object Object]"
10656786,A & W,Restaurant,1896 EGLINTON AVE E,43.72645,-79.29698,Pass,[object Object]
