ID,Name,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat,Helpfulness_Factor
167,ALI BABA'S MIDDLE EASTERN CUISINE,1-5 years,Y,Lease,19,11,18,165,39,65,Y,N,N,N,Vietnamese,Y,Low-end,204059,13730,191294,8042,3418,7539,Y,1,-79.44247,43.6584,1
170,ALI'S TANDOORI CURRY HOUSE,6-10 years,Y,Lease,62,14,61,146,51,89,Y,Y,Y,Y,Greek,Y,Low-end,235044,83921,123254,8938,1754,4687,Y,3,-79.28376,43.67359,3
174,ALL STAR BAR & EATERY,1-5 years,N,Lease,45,8,20,141,15,88,Y,Y,Y,N,Greek,N,Average,329071,90878,323244,7666,141,7530,Y,3,-79.1991,43.75798,3
182,ALOETTE RESTAURANT,11-20 years,Y,Lease,57,17,20,146,5,90,N,N,N,N,Chinese,N,Average,213877,6058,235534,8196,2266,9026,Y,1,-79.39588,43.64851,1
185,ALTON RESTAURANT,1-5 years,N,Lease,57,8,23,154,26,53,Y,N,Y,Y,Chinese,N,Low-end,159596,12355,110140,4456,1546,3075,Y,5,-79.27754,43.82485,5
190,AMAL,Under 1 year,Y,Lease,24,14,8,144,41,71,Y,Y,N,N,Japanese,N,Low-end,259462,114859,121795,10253,830,4813,Y,5,-79.3924,43.66876,5
201,AMENECER SALVADORENO RESTAURANT,6-10 years,N,Lease,63,3,63,127,19,52,N,N,Y,N,Mexican,Y,Low-end,152403,84024,115909,3473,1249,2641,Y,2,-79.56556,43.73888,2
202,AMICO'S PIZZA & RESTAURANT,Under 1 year,N,Own,55,12,31,117,17,83,Y,Y,N,N,Italian,N,Average,433847,706,386555,9720,706,8660,Y,4,-79.44306,43.63942,4
207,AMSTERDAM BREWHOUSE,Under 1 year,N,Own,11,17,45,85,32,63,Y,Y,Y,N,Japanese,N,Average,388462,99429,215327,8852,3462,4906,Y,3,-79.38517,43.63895,3
208,AMULET RESTAURANT AND BANQUET HALL,Over 20 years,Y,"Lease, want to purchase",14,1,32,166,8,56,Y,N,Y,N,Japanese,N,Low-end,241851,120684,103446,10363,4995,4432,Y,4,-79.46956,43.7755,4
210,ANDRADE BBQ CHICKEN,11-20 years,N,Lease,41,15,46,101,18,88,Y,Y,Y,N,Chinese,N,Average,484989,260558,267380,12598,618,6945,Y,5,-79.4866,43.66856,5
220,ANJAPPAR CHETTINAD,Under 1 year,Y,Own,61,16,54,114,35,73,Y,Y,Y,N,Vietnamese,N,High-end,766068,277341,252505,26438,5391,8714,Y,2,-79.2269,43.74176,2
232,ANTI-VICE,6-10 years,Y,Lease,38,18,37,91,2,53,Y,N,N,N,Vietnamese,Y,Average,241707,29069,216366,6783,568,6072,Y,1,-79.42336,43.65407,1
234,ANTO'S RESTAURANT,Under 1 year,N,Lease,37,16,36,86,40,45,N,N,N,N,Mediterranean,Y,Low-end,188348,57126,140264,4956,486,3691,Y,5,-79.28034,43.76156,5
236,AOYAMA SUSHI,1-5 years,N,Own,25,1,54,146,28,70,N,Y,Y,N,Korean,Y,Average,294773,2999,357341,8779,2999,10642,Y,4,-79.32897,43.78712,4
241,APOLLO,6-10 years,Y,Own,58,18,52,80,27,53,Y,Y,N,N,Vietnamese,N,Low-end,140979,1033,130118,4363,1033,4027,Y,3,-79.3527,43.66515,3
253,ARIA RISTORANTE,6-10 years,Y,Lease,15,15,44,82,35,47,Y,N,N,Y,Italian,Y,High-end,520547,141316,486330,10819,1611,10107,Y,3,-79.38145,43.64315,3
254,ARIILON,Under 1 year,N,Lease,9,12,45,75,29,93,Y,Y,Y,N,Japanese,Y,Low-end,192839,54484,189434,4368,1440,4290,Y,4,-79.52479,43.74655,4
265,AROMA ESPRESSO BAR,11-20 years,N,Own,31,10,32,148,61,48,Y,Y,N,N,Mexican,Y,Average,334882,63586,242321,7585,1446,5488,Y,4,-79.40352,43.73133,4
270,AROMA ESPRESSO BAR,1-5 years,N,Lease,50,12,51,76,9,96,Y,Y,Y,N,Japanese,N,Low-end,263992,11342,151207,9582,562,5488,Y,5,-79.38023,43.64869,5
272,AROMA ESPRESSO BAR,1-5 years,Y,Lease,69,16,20,103,58,92,Y,Y,Y,N,Vietnamese,N,Average,349057,69870,158881,10460,3230,4761,Y,4,-79.41711,43.63865,4
287,AROMA FINE INDIAN CUISINE,6-10 years,N,Lease,67,18,39,132,67,96,Y,N,Y,N,Greek,N,High-end,688494,34323,414374,18369,1771,11055,Y,1,-79.38995,43.64647,1
288,ARSENAL do MINHO COMMUNITY CENTER,Over 20 years,Y,Lease,20,19,16,137,14,94,Y,Y,Y,N,Greek,Y,Low-end,182371,54907,102360,7666,281,4302,Y,4,-79.48462,43.66577,4
301,ASHTONBEE MARKETPLACE,Over 20 years,Y,Own,18,8,63,155,57,56,Y,N,Y,N,Indian,Y,High-end,527275,304233,501748,16782,947,15969,Y,2,-79.28979,43.73071,2
306,ASIAN EXPRESS,Over 20 years,N,Own,25,10,31,146,52,52,Y,Y,N,N,Mexican,N,Average,502737,193430,254587,13204,2185,6686,Y,4,-79.54678,43.6797,4
309,ASIAN GOURMET,1-5 years,N,Own,66,7,43,79,28,82,Y,Y,Y,N,Mediterranean,N,Average,264216,117227,156794,6941,1850,4119,Y,4,-79.40606,43.65371,4
310,ASIAN LEGEND,Over 20 years,N,"Lease, want to purchase",14,13,56,144,40,76,Y,N,Y,N,Italian,N,Low-end,134107,33930,134023,3640,723,3638,Y,5,-79.39515,43.65366,5
311,ASIAN LEGEND,11-20 years,N,Own,23,4,28,164,19,82,Y,N,Y,N,Greek,N,High-end,422842,35209,398978,13313,3628,12562,Y,5,-79.34211,43.72691,5
312,ASIAN LEGEND,1-5 years,N,"Lease, want to purchase",33,15,62,82,68,91,Y,Y,Y,N,Italian,Y,Low-end,184897,101675,172896,6677,793,6244,Y,5,-79.2673,43.78842,5
320,AT ORIGIN COFFEE,Over 20 years,Y,Lease,52,18,8,141,8,92,Y,Y,Y,N,Italian,N,High-end,755735,111601,455602,32615,13557,19662,Y,2,-79.38895,43.70595,2
322,ATHENS PASTRIES,1-5 years,N,Own,15,13,47,116,5,84,Y,Y,Y,N,Greek,Y,Average,425071,152479,104957,8741,1808,2158,Y,5,-79.32216,43.7736,5
333,AVANT GOUT,6-10 years,Y,Lease,48,16,32,103,41,74,Y,N,N,N,Mexican,N,Average,384560,97153,150500,16232,5791,6352,Y,1,-79.39049,43.67864,1
334,AVE MARIA CAFE LATINO & GROCERIES,1-5 years,Y,Lease,55,14,56,126,30,86,N,Y,Y,N,Others,Y,Low-end,261081,35597,88119,6222,1849,2100,Y,1,-79.41444,43.66443,1
336,AVENUE CAFE & BISTRO,11-20 years,N,"Lease, want to purchase",57,13,64,108,52,75,Y,Y,N,N,Greek,Y,Average,270644,40157,117779,9228,2599,4016,Y,5,-79.48464,43.62432,5
344,AVOCADO SUSHI JAPANESE CUISINE,6-10 years,N,Own,16,5,14,97,60,42,Y,Y,N,Y,Mexican,N,Low-end,135587,16512,149008,3994,766,4389,Y,5,-79.38843,43.6678,5
345,AWAI RESTAURANT,Under 1 year,Y,Own,52,17,30,83,65,71,Y,Y,N,N,Mexican,N,Average,451457,187840,249882,18608,3250,10300,Y,5,-79.41721,43.65526,5
349,AXIS CAFE,1-5 years,N,Lease,69,7,13,150,63,61,Y,N,N,N,Japanese,N,Low-end,202222,53792,98808,5762,1621,2815,Y,1,-79.47096,43.66568,1
350,AZARIAS,1-5 years,Y,Lease,67,15,68,144,16,44,Y,Y,Y,N,Mediterranean,N,Average,403513,29882,103119,12459,5270,3184,Y,5,-79.51331,43.647,5
356,Aberdeen Delicious,11-20 years,N,Own,16,1,27,109,52,91,Y,Y,Y,N,Korean,N,High-end,799273,322398,469605,20085,8661,11801,Y,5,-79.28761,43.80514,5
362,Aiolio,Under 1 year,N,Own,26,11,69,142,66,87,Y,Y,Y,N,Mexican,Y,Low-end,201782,25887,157122,7990,2324,6221,Y,4,-79.24881,43.71083,4
363,Alabon Libon,1-5 years,N,Own,43,10,8,114,22,97,N,N,Y,N,Italian,Y,Average,206944,24510,358752,8533,2683,14792,Y,1,-79.30312,43.74332,1
364,Aldo's Restaurant,6-10 years,N,Lease,35,15,11,109,40,54,Y,Y,Y,Y,Italian,Y,Low-end,225587,83511,90665,7301,1892,2934,Y,4,-79.52777,43.75179,4
375,B BOYZ THE BURGER ARCHITECTS,Under 1 year,N,Lease,67,10,49,124,12,63,Y,N,N,Y,Mediterranean,N,Average,380692,16626,164582,11197,5729,4840,Y,1,-79.22583,43.76194,1
387,BADDIES TORONTO,6-10 years,N,Lease,15,18,5,115,8,55,Y,Y,Y,N,Mediterranean,N,Low-end,266013,68112,185698,6499,1646,4537,Y,5,-79.44282,43.65863,5
389,BAGEL PLUS,1-5 years,N,Lease,33,12,48,89,27,70,Y,N,Y,N,Japanese,N,Low-end,159486,108113,139448,3706,112,3241,Y,3,-79.44086,43.75534,3
393,BAGELS ON FIRE,6-10 years,N,Own,67,16,69,105,37,52,Y,N,Y,Y,Others,N,High-end,778300,195215,485484,18131,2759,11310,Y,5,-79.28682,43.67303,5
395,BAGHLAN KABOB AND BAKERY,Over 20 years,Y,Lease,26,12,21,134,53,93,Y,Y,Y,N,Japanese,Y,Average,497910,83675,364682,13773,5618,10087,Y,4,-79.55813,43.71416,4
399,BAILEY'S COFFEE & TEA,6-10 years,N,Own,11,15,33,153,62,40,Y,Y,Y,N,Mexican,N,High-end,578816,4920,304207,11609,3352,6101,Y,2,-79.40602,43.65149,2
410,BALLROOM PANTRY - THE RITZ-CARLTON HOTEL,Over 20 years,N,Own,33,2,21,84,2,68,Y,Y,N,Y,Mexican,Y,Low-end,126470,50107,154245,5554,2074,6774,Y,5,-79.38574,43.64604,5
419,BAMBOO KITCHEN,1-5 years,Y,Lease,69,2,14,118,33,67,N,N,Y,N,Chinese,N,Average,387893,181142,287684,17446,1305,12939,Y,4,-79.36567,43.65863,4
422,BAMIYAN KABOB,11-20 years,N,Own,56,11,54,106,13,42,Y,Y,Y,N,Mediterranean,N,Average,203807,15706,320791,8864,980,13952,Y,4,-79.49214,43.77362,4
432,BANH MI BOYS,11-20 years,N,Lease,20,19,27,143,46,44,Y,Y,Y,N,Chinese,Y,Average,340926,67148,316789,10622,4980,9870,Y,4,-79.39691,43.64863,4
435,BANH MI BOYS,Under 1 year,N,Lease,68,16,7,102,3,54,Y,Y,Y,Y,Indian,N,Average,359010,58139,351258,12941,5692,12662,Y,5,-79.38187,43.65932,5
440,BANK OF MONTREAL,11-20 years,N,Own,44,17,33,164,67,65,Y,Y,Y,N,Others,N,Average,367423,95310,207910,15032,7039,8506,Y,1,-79.33642,43.81296,1
441,BANKNOTE BAR,6-10 years,N,Lease,33,6,9,70,7,49,Y,Y,Y,N,Greek,N,High-end,591771,89882,489979,25586,8785,21184,Y,1,-79.40257,43.64392,1
443,BANNOCK,11-20 years,N,Own,30,12,59,130,65,84,Y,N,Y,N,Greek,Y,Low-end,214581,14733,197550,8778,1286,8082,Y,5,-79.38157,43.65183,5
447,BAPBO,11-20 years,Y,Own,67,11,44,160,38,66,Y,N,N,N,Vietnamese,N,High-end,433790,68983,497074,9718,2942,11136,Y,1,-79.38495,43.65563,1
450,BAR BACAN,6-10 years,Y,"Lease, want to purchase",13,4,27,121,22,85,Y,N,Y,N,American,Y,Average,184380,24246,192173,4746,719,4947,Y,5,-79.45036,43.65007,5
452,BAR BUCA EGLINTON,Under 1 year,Y,Lease,22,9,66,160,51,42,Y,Y,Y,N,Japanese,N,Low-end,190223,18797,145815,7929,4079,6077,Y,5,-79.3947,43.70724,5
453,BAR BURRITO,6-10 years,N,Own,23,8,3,155,42,59,Y,N,N,N,Mediterranean,Y,Low-end,246986,41835,158171,5833,564,3735,Y,1,-79.55989,43.64587,1
455,BAR BURRITO,1-5 years,Y,Lease,62,13,24,119,51,51,Y,Y,N,N,Chinese,Y,Low-end,238852,35329,98526,5014,3212,2068,Y,5,-79.55438,43.61842,5
458,BAR CHEF,1-5 years,N,Lease,42,7,2,148,30,88,N,Y,Y,Y,Italian,Y,High-end,702559,173004,547270,16010,703,12471,Y,3,-79.40009,43.64798,3
459,BAR CODE,6-10 years,N,Own,46,5,29,135,44,47,Y,N,Y,N,Indian,N,Low-end,123816,26215,100530,4781,1086,3881,Y,5,-79.34849,43.68795,5
475,BAR TWELVE 16,6-10 years,N,Own,20,8,31,85,36,77,Y,Y,Y,N,Japanese,N,Low-end,257722,96962,109370,5839,2191,2478,Y,1,-79.54295,43.61723,1
479,BAR WELLINGTON,Under 1 year,N,Lease,27,2,51,120,33,61,Y,Y,Y,N,Greek,N,Average,375367,108877,249376,8364,4805,5556,Y,3,-79.39925,43.64306,3
482,BARBURRITO,11-20 years,Y,Own,41,14,24,122,24,49,Y,Y,N,Y,Vietnamese,N,Average,510183,215434,191791,11604,3106,4362,Y,5,-79.41204,43.76425,5
484,BARBURRITO,Over 20 years,Y,Own,27,7,22,78,67,74,Y,Y,N,N,American,Y,Average,425697,48645,316007,10247,2223,7606,Y,2,-79.60582,43.73546,2
489,BARHOP BREW CO.,Under 1 year,Y,Lease,13,3,33,138,69,88,Y,N,Y,N,Greek,N,Low-end,230936,39856,161349,5252,71,3670,Y,5,-79.39343,43.64888,5
497,BARRIO CERVECERIA,11-20 years,N,Lease,58,2,57,149,53,93,Y,N,Y,N,Mediterranean,Y,High-end,470169,210860,225697,12714,676,6103,Y,1,-79.34354,43.66054,1
508,BASKIN ROBBINS,1-5 years,Y,Own,38,1,50,88,7,55,N,Y,Y,N,Mexican,N,Low-end,124751,16310,172641,5414,559,7492,Y,4,-79.43001,43.70026,4
511,BATCH,Under 1 year,N,Own,52,12,33,140,63,78,Y,Y,Y,N,Italian,Y,Average,387846,9869,192973,11276,3280,5610,Y,5,-79.37742,43.6516,5
512,BATHURST LOCAL,Under 1 year,N,Own,21,1,49,155,29,50,Y,Y,Y,N,Italian,Y,Low-end,173006,44784,164147,5030,2068,4772,Y,3,-79.40596,43.65147,3
520,BBQ CHICKEN FACTORY,Under 1 year,Y,Own,17,5,66,80,55,81,Y,N,Y,Y,Thai,Y,High-end,456767,92545,272372,17678,2094,10541,Y,1,-79.3694,43.66824,1
522,BEACH HILL SMOKEHOUSE,6-10 years,N,Lease,45,17,41,98,19,50,Y,Y,Y,N,Mediterranean,Y,High-end,624191,307020,548693,18334,315,16117,Y,5,-79.30055,43.6841,5
524,BEAN AND BAKER MALT SHOP,1-5 years,Y,Lease,10,5,14,149,8,63,Y,N,Y,Y,Chinese,Y,Low-end,215662,32180,147280,4544,1368,3103,Y,5,-79.41752,43.65994,5
533,BEEFING WITH 7 HONG KONG STYLE CUISINE,Under 1 year,Y,Lease,63,10,16,96,15,47,N,N,Y,Y,Italian,N,Low-end,244531,79188,105906,9062,3387,3924,Y,1,-79.41134,43.76425,1
542,BELGIAN MOON BREWERY @ stackt,1-5 years,N,Own,8,3,64,109,32,48,Y,Y,Y,N,Italian,Y,High-end,556217,153818,482958,14638,3918,12710,Y,3,-79.40217,43.64096,3
547,BELLY BUSTERS SUBMARINES,1-5 years,Y,Lease,50,2,19,92,25,44,Y,N,Y,N,Chinese,N,Average,372521,109765,268927,7581,2341,5473,Y,3,-79.39351,43.64564,3
550,BENDALE RESTAURANT,1-5 years,N,Lease,55,18,27,153,65,48,Y,Y,N,N,Italian,N,Average,470072,109911,258134,13078,2952,7181,Y,5,-79.2386,43.75731,5
555,BENTO SUSHI,11-20 years,Y,Lease,18,8,57,139,19,84,N,Y,Y,N,Chinese,Y,Average,355629,3829,301481,9348,3829,7925,Y,3,-79.38459,43.67096,3
559,BERKELEY BICYCLE CLUB,1-5 years,Y,Lease,34,3,54,91,64,66,Y,N,Y,N,American,N,High-end,459251,51890,339191,19350,8872,14291,Y,5,-79.37911,43.66726,5
565,BEST WESTERN EXECUTIVE INN,Over 20 years,N,Own,30,4,11,127,55,77,Y,Y,Y,N,Mexican,Y,High-end,792508,106109,602006,26424,1232,20072,Y,5,-79.23739,43.78367,5
571,BIAGIO RISTORANTE,6-10 years,Y,Lease,21,12,64,81,23,62,Y,N,Y,N,Mexican,Y,Average,286214,64731,236520,10542,2648,8711,Y,4,-79.37236,43.65027,4
573,BIER MARKET DON MILLS,1-5 years,Y,Lease,14,17,67,157,6,96,Y,N,Y,N,Vietnamese,N,High-end,696318,175207,460409,22146,6637,14643,Y,3,-79.34457,43.73378,3
580,BIG TROUBLE,Over 20 years,N,Own,32,5,60,102,21,42,Y,Y,Y,N,Others,N,Low-end,221691,111242,208970,9212,385,8684,Y,5,-79.39655,43.65338,5
582,BIKKURI JAPANESE RESTAURANT,11-20 years,N,Own,10,13,56,126,55,61,Y,N,N,N,Thai,N,Average,187301,58831,364761,7677,465,14951,Y,5,-79.3764,43.64955,5
600,BISTRO MANILA,11-20 years,N,Own,43,17,7,100,18,85,Y,N,Y,N,Greek,N,High-end,599750,171665,484968,17958,1052,14521,Y,5,-79.26671,43.7875,5
608,BLACK CAT ESPRESSO BAR,1-5 years,N,Lease,45,6,23,98,64,89,N,Y,Y,N,Chinese,N,Low-end,169323,53978,138495,6250,2650,5112,Y,2,-79.4324,43.65279,2
610,BLACK DICE CAFE,1-5 years,N,Own,32,11,31,75,37,62,Y,Y,Y,N,American,N,High-end,405616,89960,430989,10077,856,10708,Y,4,-79.4344,43.64991,4
612,BLACK FOREST,1-5 years,N,Own,16,6,43,158,59,91,Y,Y,Y,Y,Mediterranean,N,Average,363446,136585,239879,11448,4041,7555,Y,1,-79.25173,43.73622,1
615,BLACK KNIGHT,Over 20 years,N,Own,63,12,19,85,8,65,Y,N,N,N,Japanese,Y,High-end,563902,165143,234694,18668,5712,7769,Y,1,-79.42367,43.65419,1
618,BLAKE HOUSE,6-10 years,N,Lease,65,8,8,114,19,40,Y,Y,Y,N,Japanese,Y,Average,498650,173800,355426,21271,9310,15161,Y,5,-79.37722,43.66453,5
634,BLU RISTORANTE & LOUNGE,1-5 years,N,Lease,24,15,32,159,64,78,Y,N,Y,N,Korean,N,Average,356072,103540,182314,14010,2002,7173,Y,1,-79.3959,43.67238,1
635,BLUA,6-10 years,N,Lease,50,19,47,128,29,57,Y,Y,N,N,Chinese,N,Low-end,140197,2378,220016,5134,2378,8057,Y,3,-79.46443,43.66603,3
643,BLUEWATER CURRY & ROTI WEST INDIAN RESTAURANT,6-10 years,N,Lease,14,4,22,80,12,68,N,Y,Y,N,Korean,Y,Low-end,251724,90298,152512,9904,1943,6000,Y,5,-79.30585,43.73093,5
650,BOBA BOY,Over 20 years,N,Lease,58,13,54,84,0,94,Y,Y,Y,N,Mediterranean,N,Average,401868,76370,229126,9959,2796,5678,Y,5,-79.39262,43.64073,5
651,BOBA HOUSE CAFE,11-20 years,Y,Own,22,4,25,127,30,52,Y,Y,N,N,Italian,N,Average,365959,166167,137408,8134,1061,3054,Y,4,-79.46594,43.68243,4
652,BOBASAUR BUBBLE TEA STOP,11-20 years,N,Lease,12,2,4,90,52,86,N,N,Y,Y,Mediterranean,N,High-end,718456,309938,310466,23281,5996,10060,Y,5,-79.47098,43.68186,5
660,BOHMER,6-10 years,N,Own,49,19,65,98,37,53,Y,Y,N,N,Mexican,Y,High-end,752279,372088,331578,30080,10464,13258,Y,3,-79.41959,43.64624,3
663,BOLAN THAI CUISINE,11-20 years,Y,Own,36,10,68,135,55,93,Y,Y,Y,N,Vietnamese,Y,High-end,476886,226233,316445,20836,3715,13826,Y,3,-79.38921,43.70663,3
664,BOLAND'S OPEN KITCHEN,11-20 years,N,Own,38,13,13,141,52,54,Y,Y,N,Y,Greek,Y,High-end,664321,91331,409730,24303,4469,14989,Y,3,-79.38787,43.70349,3
674,BONEYARD GRILL,Over 20 years,N,Own,44,17,27,158,35,64,Y,N,Y,N,Chinese,N,Low-end,140853,41022,110558,3490,1858,2739,Y,2,-79.44463,43.67787,2
675,BONG LUA VIETNAMESE RESTAURANT,1-5 years,Y,Lease,66,6,24,90,49,89,N,N,Y,N,Greek,Y,High-end,705111,179819,480440,25466,558,17351,Y,1,-79.30234,43.78984,1
677,BONITA RESTAURANT,1-5 years,Y,Lease,23,13,27,134,10,54,Y,Y,Y,N,Mediterranean,Y,Low-end,123157,62703,84349,2737,157,1874,Y,3,-79.5246,43.70296,3
684,BOOM BREAKFAST CO.,1-5 years,N,Lease,5,2,61,164,41,67,N,Y,N,N,Vietnamese,Y,Average,388506,82566,283381,13411,3537,9782,Y,5,-79.43852,43.67922,5
685,BOOST BAR CAFE,Under 1 year,Y,"Lease, want to purchase",12,19,32,116,57,82,Y,Y,N,N,Japanese,Y,Low-end,194295,58206,211528,8641,5295,9407,Y,5,-79.35136,43.65881,5
687,BOOSTER JUICE,6-10 years,N,"Lease, want to purchase",41,2,66,158,24,82,Y,N,N,N,Vietnamese,N,Average,339618,51725,366113,15102,2064,16280,Y,4,-79.44743,43.71693,4
692,BOSTON PIZZA,Under 1 year,N,"Lease, want to purchase",7,5,15,102,15,87,Y,Y,Y,N,Japanese,N,Average,424423,41494,147992,9164,4295,3195,Y,1,-79.26292,43.77563,1
