ID,Name,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat,Helpfulness_Factor
45,99 SUSHI,Under 1 year,Y,Lease,21,12,4,144,59,62,Y,N,Y,N,Indian,Y,Low-end,192829,21835,20576,5166,1830,551,N,0,-79.39322,43.70804,0
51,A & W,1-5 years,N,Lease,6,16,14,112,28,64,N,Y,Y,N,Greek,Y,Low-end,125040,18634,17433,4625,1667,644,N,0,-79.34626,43.70555,0
55,A & W,1-5 years,Y,Own,8,12,11,127,46,66,Y,Y,Y,N,Greek,N,Low-end,240598,56092,64046,9491,3993,2526,N,0,-79.39991,43.71537,0
56,A & W,11-20 years,N,Own,65,18,3,135,41,48,Y,N,N,N,Italian,N,Low-end,273236,81806,91160,7618,1955,2541,N,0,-79.35889,43.67597,0
61,A & W,1-5 years,Y,Lease,33,13,18,131,65,78,Y,Y,Y,Y,Mediterranean,N,Low-end,263760,58612,61613,6531,1063,1525,N,0,-79.40643,43.64684,0
62,A & W,11-20 years,Y,Lease,21,14,15,147,59,72,N,Y,Y,N,Mexican,N,Low-end,252718,47124,48473,5722,1484,1097,N,0,-79.5224,43.64549,0
75,A I SUSHI,Over 20 years,N,Lease,68,1,3,136,12,69,Y,Y,Y,N,Indian,N,Low-end,135171,10302,10121,3544,1038,265,N,0,-79.24088,43.79262,0
77,A PLUS DELI,6-10 years,Y,Own,15,17,2,136,41,74,Y,N,Y,N,Korean,N,Low-end,192696,25044,25940,4401,1888,592,N,0,-79.35407,43.76256,0
78,A& W,Over 20 years,N,Lease,42,1,10,114,7,70,Y,Y,Y,N,Greek,N,Low-end,223511,66283,70210,6268,538,1969,N,0,-79.35239,43.66536,0
83,A&W,Under 1 year,N,Own,45,3,1,132,36,50,Y,Y,Y,N,Chinese,Y,Low-end,160423,18196,19121,6654,3779,793,N,0,-79.37803,43.66664,0
87,A-OK CAFE,11-20 years,N,Lease,30,5,4,132,46,67,Y,Y,N,Y,Chinese,Y,Low-end,243412,90832,78229,6593,959,2119,N,0,-79.38832,43.67039,0
98,ABU HUMMUS,6-10 years,Y,Lease,28,19,18,125,4,87,Y,Y,N,N,Chinese,Y,Low-end,133488,43338,37108,4693,1142,1304,N,0,-79.40168,43.65448,0
100,ABYSSINA ETHIOPIAN RESTAURANT,1-5 years,N,Lease,61,6,17,101,62,53,Y,Y,Y,N,Japanese,N,Low-end,261765,133456,129338,11256,1718,5561,N,0,-79.33986,43.68015,0
107,ADAMSON BARBECUE,1-5 years,N,Own,51,5,18,95,66,45,Y,Y,Y,Y,Greek,N,Low-end,211074,35679,39585,8747,915,1640,N,0,-79.35314,43.71252,0
111,ADONAI,1-5 years,N,Own,39,3,13,85,44,59,Y,N,Y,N,Indian,N,Low-end,240495,17577,16630,8199,2345,566,N,0,-79.1984,43.7587,0
128,AHZAR,Under 1 year,Y,Lease,11,5,3,107,32,41,Y,Y,Y,N,Chinese,Y,Low-end,140438,78271,76728,3647,1731,1992,N,0,-79.42001,43.64632,0
130,AISH TANOOR,1-5 years,N,Own,40,13,7,89,55,86,Y,Y,Y,N,Mediterranean,N,Low-end,150948,19429,18176,3760,992,452,N,0,-79.42955,43.70038,0
133,AJI SUSHI,1-5 years,N,Own,54,7,7,142,33,49,Y,Y,Y,N,Japanese,Y,Low-end,243128,8568,9732,10500,2046,420,N,0,-79.492679999999993,43.77259,0
147,ALAN,1-5 years,N,Lease,48,10,13,73,41,47,Y,Y,Y,N,Chinese,Y,Low-end,133369,54411,51683,3213,711,1245,N,0,-79.45289,43.75276,0
150,ALBATROS PUB,11-20 years,N,Lease,6,13,17,133,50,77,Y,N,N,N,Greek,N,Low-end,160303,16943,16564,6063,2642,626,N,0,-79.50999,43.59951,0
156,ALEXANDRIA FALAFEL,Over 20 years,N,Lease,58,13,10,117,41,88,N,Y,Y,N,Japanese,N,Low-end,154119,70037,63037,4896,1657,2002,N,0,-79.430179999999993,43.64192,0
167,ALI BABA'S MIDDLE EASTERN CUISINE,Under 1 year,N,Own,13,8,18,130,12,61,Y,N,N,N,Vietnamese,N,Low-end,156241,56495,63582,6707,2917,2729,N,0,-79.44247,43.6584,0
170,ALI'S TANDOORI CURRY HOUSE,Under 1 year,N,Own,63,7,1,159,2,83,Y,Y,Y,N,American,N,Low-end,274968,44820,48631,6641,4213,1174,N,0,-79.28376,43.67359,0
184,ALTERNITY,1-5 years,N,"Lease, want to purchase",19,9,9,74,34,54,Y,Y,Y,N,Chinese,N,Low-end,257750,4290,4568,8468,916,150,N,0,-79.40045,43.66718,0
188,ALWAYS FRESH RESTAURANT,1-5 years,Y,Own,40,2,19,152,61,78,N,N,N,Y,Greek,N,Low-end,268740,117325,128305,8576,2438,4094,N,0,-79.44026,43.69206,0
190,AMAL,Under 1 year,Y,Own,27,19,15,71,22,49,Y,N,N,Y,Mexican,Y,Low-end,214870,42692,45889,9369,4308,2000,N,0,-79.3924,43.66876,0
199,AMBIYAN ON YONGE,6-10 years,Y,Lease,24,1,14,100,8,60,Y,N,Y,Y,Japanese,Y,Low-end,267271,75691,72331,11696,1977,3165,N,0,-79.39513,43.68969,0
201,AMENECER SALVADORENO RESTAURANT,Under 1 year,N,Lease,29,3,4,121,48,64,Y,N,Y,N,Others,Y,Low-end,255575,27952,29731,7694,3351,895,N,0,-79.56556,43.73888,0
203,AMIGOS BAR & GRILL,1-5 years,N,Own,15,15,18,81,9,42,N,Y,Y,N,Italian,N,Low-end,237139,66787,66890,6884,1894,1942,N,0,-79.16895,43.78373,0
208,AMULET RESTAURANT AND BANQUET HALL,1-5 years,Y,Lease,46,6,11,154,43,55,Y,N,Y,N,Chinese,N,Low-end,177573,76122,85280,6312,1237,3031,N,0,-79.46956,43.7755,0
213,ANEJO RESTAURANT,11-20 years,N,Lease,53,12,14,151,17,47,Y,N,N,N,Japanese,Y,Low-end,120523,10694,10872,3425,768,309,N,0,-79.4,43.64459,0
219,ANIMAL LIBRATION KITCHEN,Under 1 year,N,Lease,38,6,14,99,49,51,Y,Y,Y,N,Mexican,Y,Low-end,169869,94616,104738,3643,2139,2246,N,0,-79.35019,43.65813,0
226,ANNIES CARIBBEAN EXPRESS,Under 1 year,N,Own,59,10,2,126,0,86,Y,Y,Y,N,Chinese,N,Low-end,257008,100510,87076,5371,273,1820,N,0,-79.48662,43.66543,0
227,ANOTHER BAR,6-10 years,N,Lease,40,5,16,106,5,78,Y,Y,N,Y,Thai,N,Low-end,168192,56055,61027,4956,2408,1798,N,0,-79.42727,43.66163,0
236,AOYAMA SUSHI,Under 1 year,N,"Lease, want to purchase",16,16,13,131,55,69,Y,N,Y,N,Japanese,Y,Low-end,231467,22145,20188,7005,33,611,N,0,-79.32897,43.78712,0
242,APOLLO ELEVEN RESTAURANT,1-5 years,Y,"Lease, want to purchase",64,12,17,71,45,64,N,N,Y,N,Others,Y,Low-end,127739,36287,39920,5125,2049,1601,N,0,-79.41419,43.67298,0
245,ARAMARK CANADA,11-20 years,Y,Lease,20,10,18,118,7,86,Y,Y,N,N,American,Y,Low-end,200149,86890,93129,5186,541,2413,N,0,-79.38239,43.6497,0
253,ARIA RISTORANTE,1-5 years,Y,Own,21,1,7,98,3,56,Y,N,N,N,Japanese,Y,Low-end,267606,146978,162782,11635,235,7077,N,0,-79.38145,43.64315,0
256,ARISU,1-5 years,Y,Lease,37,12,15,124,43,79,Y,Y,Y,Y,Mexican,Y,Low-end,153358,8819,7717,6343,342,319,N,0,-79.41259,43.66494,0
258,ARKADIA ANTHENTIC GREEK CUISINE,6-10 years,N,Lease,38,13,15,103,34,64,Y,N,Y,N,Chinese,N,Low-end,151201,14789,14945,3845,747,380,N,0,-79.28126,43.72883,0
259,ARMENIAN BISTRO,1-5 years,Y,Own,61,6,17,76,58,91,N,N,Y,Y,Italian,N,Low-end,163158,71813,66486,3560,49,1450,N,0,-79.54435,43.63207,0
268,AROMA ESPRESSO BAR,6-10 years,N,Own,25,12,18,88,40,65,Y,Y,Y,N,Indian,Y,Low-end,232146,87286,82545,5840,1132,2076,N,0,-79.38248,43.64676,0
274,AROMA ESPRESSO BAR,6-10 years,N,Lease,14,18,10,152,44,64,Y,Y,N,N,Greek,N,Low-end,148146,33102,35567,5992,408,1438,N,0,-79.3934,43.68732,0
277,AROMA ESPRESSO BAR,6-10 years,Y,Own,38,12,18,138,69,85,Y,Y,Y,N,Thai,N,Low-end,127979,48060,44366,3935,339,1364,N,0,-79.41388,43.7693,0
285,AROMA ESPRESSO BAR,6-10 years,Y,"Lease, want to purchase",8,16,5,135,17,44,N,N,Y,N,Greek,Y,Low-end,252867,69027,59524,7819,494,1840,N,0,-79.41134,43.65604,0
291,ARTHURS,1-5 years,Y,Own,49,13,16,148,29,53,Y,N,N,N,Vietnamese,Y,Low-end,208516,83354,92789,4888,1094,2175,N,0,-79.3932,43.68851,0
292,ARTISAN NOODLE,1-5 years,N,Lease,22,13,12,91,29,51,Y,Y,Y,N,Korean,Y,Low-end,128563,67732,66865,4828,83,2511,N,0,-79.41431,43.77615,0
294,ARTSCAPE - RETREAT CENTRE,1-5 years,Y,Own,31,19,12,156,28,90,Y,Y,Y,N,Others,Y,Low-end,173487,22129,24799,6193,3364,885,N,0,-79.38401,43.6129,0
304,ASIAN BOWL,1-5 years,Y,Own,39,7,3,80,51,49,Y,N,N,N,Others,N,Low-end,254308,120415,132957,9333,2016,4879,N,0,-79.38033,43.65539,0
306,ASIAN EXPRESS,Over 20 years,Y,Lease,26,10,11,138,8,83,Y,N,Y,N,Japanese,N,Low-end,270916,34616,30388,12060,872,1352,N,0,-79.54678,43.6797,0
308,ASIAN GOURMET,11-20 years,Y,Lease,5,12,9,142,54,76,Y,Y,Y,N,Italian,Y,Low-end,163564,54661,54128,6356,3574,2103,N,0,-79.44743,43.71693,0
309,ASIAN GOURMET,1-5 years,Y,Lease,65,4,8,118,63,78,Y,N,Y,Y,Italian,N,Low-end,146912,35248,37198,4592,1509,1162,N,0,-79.40606,43.65371,0
310,ASIAN LEGEND,11-20 years,Y,Own,54,2,6,99,51,41,Y,N,N,N,Chinese,N,Low-end,177509,26950,26064,5293,951,777,N,0,-79.39515,43.65366,0
323,ATHENS RESTAURANT & TAVERN,11-20 years,Y,Own,38,8,6,165,3,95,Y,Y,N,N,Mexican,Y,Low-end,251826,82284,72326,5481,877,1574,N,0,-79.34345,43.67897,0
324,ATIN ITO RESTAURANT & FAST FOOD,1-5 years,Y,Lease,46,1,9,133,35,43,Y,Y,Y,Y,Chinese,Y,Low-end,154554,68219,61159,3436,1229,1359,N,0,-79.43461,43.73786,0
325,ATLANTIS RESTAURANT,Under 1 year,Y,Lease,64,14,8,86,53,95,N,Y,Y,N,Mexican,N,Low-end,271765,42392,41159,9920,4846,1502,N,0,-79.43038,43.66084,0
329,AUBERGE DU POMMIER,1-5 years,N,Lease,27,4,15,72,0,48,N,N,Y,N,American,N,Low-end,148181,58246,55511,5393,1688,2020,N,0,-79.40775,43.7468,0
332,AUNTIES AND UNCLES,1-5 years,Y,Lease,30,13,11,78,27,79,Y,Y,N,N,Mexican,N,Low-end,241714,55374,47594,4932,59,971,N,0,-79.40654,43.65686,0
333,AVANT GOUT,6-10 years,N,Lease,12,12,16,73,1,48,N,Y,Y,N,Greek,N,Low-end,205237,37857,34870,7115,3851,1208,N,0,-79.39049,43.67864,0
335,AVELO,1-5 years,Y,"Lease, want to purchase",47,9,18,81,66,52,Y,N,Y,N,Indian,Y,Low-end,165803,26562,28616,6234,261,1076,N,0,-79.38617,43.66706,0
336,AVENUE CAFE & BISTRO,6-10 years,Y,Own,36,12,18,132,53,92,Y,Y,Y,Y,Mexican,Y,Low-end,155443,51393,53791,6765,876,2341,N,0,-79.48464,43.62432,0
340,AVIV IMMIGRANT KITCHEN,1-5 years,Y,Own,45,2,18,133,35,97,N,Y,Y,N,Indian,N,Low-end,220802,89703,93281,5275,327,2228,N,0,-79.42917,43.68079,0
344,AVOCADO SUSHI JAPANESE CUISINE,1-5 years,N,Own,31,6,4,155,29,62,Y,N,N,N,Chinese,Y,Low-end,185558,24059,25240,5730,923,779,N,0,-79.38843,43.6678,0
349,AXIS CAFE,11-20 years,N,Lease,41,10,4,136,19,72,Y,Y,Y,N,Chinese,N,Low-end,141755,5876,5417,3232,1601,123,N,0,-79.47096,43.66568,0
362,Aiolio,Under 1 year,N,Lease,55,16,1,150,27,75,Y,Y,Y,N,American,N,Low-end,151906,44066,43091,5218,1288,1480,N,0,-79.24881,43.71083,0
363,Alabon Libon,11-20 years,N,Lease,28,11,13,102,54,47,Y,Y,N,Y,Chinese,Y,Low-end,195703,7869,8788,5910,157,265,N,0,-79.30312,43.74332,0
367,Amazing Shawarma & Falafel,11-20 years,N,Lease,20,1,19,118,47,41,Y,N,Y,N,Vietnamese,Y,Low-end,139020,51090,53044,3805,1665,1451,N,0,-79.23566,43.73967,0
369,Aquarela Restaurant,1-5 years,Y,"Lease, want to purchase",11,16,8,138,25,87,Y,N,Y,N,Mexican,Y,Low-end,225824,49522,43413,5959,1764,1145,N,0,-79.49795,43.72289,0
379,B-SIDE LOUNGE,11-20 years,N,Lease,54,4,7,99,0,57,Y,Y,N,N,Mediterranean,Y,Low-end,196649,63196,59356,4603,473,1389,N,0,-79.41694,43.655029999999996,0
382,BABEL,11-20 years,N,Lease,64,6,4,126,68,65,Y,Y,Y,N,Japanese,Y,Low-end,166051,27826,26227,6784,2782,1071,N,0,-79.38556,43.74713,0
384,BACK ALLEY BAR & GRILL,Under 1 year,N,Own,36,9,10,166,56,75,Y,N,Y,N,Thai,Y,Low-end,230054,53507,51852,8397,142,1892,N,0,-79.45825,43.71736,0
388,BAGEL BRIGADE,6-10 years,N,Own,49,3,18,145,27,86,Y,Y,N,N,Indian,Y,Low-end,227808,10792,11210,10180,1946,500,N,0,-79.42931,43.69994,0
391,BAGEL TIME MONTREAL STYLE,Over 20 years,N,Lease,41,18,16,129,43,85,Y,N,Y,N,American,N,Low-end,164833,4280,4666,7273,221,205,N,0,-79.48462,43.649,0
395,BAGHLAN KABOB AND BAKERY,Under 1 year,N,Lease,26,13,11,156,58,52,Y,N,Y,N,American,N,Low-end,172077,27789,29618,7459,2474,1283,N,0,-79.55813,43.71416,0
398,BAHAY BELLA,Under 1 year,N,Own,18,2,7,122,69,69,N,N,Y,N,Others,Y,Low-end,250596,37084,38102,6500,1169,988,N,0,-79.40656,43.65692,0
402,BAIRRADA CHURRASQUEIRA GRILL EXPRESS,1-5 years,N,Lease,32,14,12,158,42,66,Y,N,Y,Y,American,N,Low-end,181218,22249,24280,6829,1281,915,N,0,-79.43399,43.64986,0
417,BALZAC'S COFFEE ROASTERS,Over 20 years,N,Own,6,12,5,70,51,43,Y,Y,Y,N,Korean,Y,Low-end,177780,11861,13350,4845,1515,363,N,0,-79.39486,43.63307,0
422,BAMIYAN KABOB,Under 1 year,Y,Lease,25,14,10,100,52,62,Y,Y,Y,N,Vietnamese,Y,Low-end,120754,35459,32779,2555,446,693,N,0,-79.49214,43.77362,0
426,BANDIT BREWERY,11-20 years,N,Own,24,19,4,105,61,78,Y,Y,Y,N,Thai,N,Low-end,167523,61103,67731,3705,13,1498,N,0,-79.44961,43.65251,0
428,BANGKU,1-5 years,N,Lease,60,14,15,81,58,48,Y,Y,Y,N,Mediterranean,Y,Low-end,142093,41879,44187,4618,2912,1436,N,0,-79.4298,43.71813,0
432,BANH MI BOYS,1-5 years,N,"Lease, want to purchase",67,8,15,83,14,80,Y,N,Y,N,Mexican,Y,Low-end,262967,79941,89077,5293,1589,1793,N,0,-79.39691,43.64863,0
433,BANH MI BOYS,11-20 years,Y,Lease,50,12,12,167,39,67,Y,N,Y,N,Indian,N,Low-end,200510,91911,93935,6297,860,2950,N,0,-79.50187,43.76991,0
435,BANH MI BOYS,1-5 years,N,Lease,10,3,10,127,35,92,Y,N,Y,N,Chinese,Y,Low-end,181889,56316,56026,7969,207,2454,N,0,-79.38187,43.65932,0
443,BANNOCK,Under 1 year,Y,Own,66,2,13,128,52,97,Y,Y,Y,Y,Korean,N,Low-end,233649,55069,48589,6011,2025,1250,N,0,-79.38157,43.65183,0
452,BAR BUCA EGLINTON,1-5 years,N,Own,59,7,6,132,44,80,N,N,Y,Y,Indian,Y,Low-end,127111,10616,9448,3573,988,265,N,0,-79.3947,43.70724,0
453,BAR BURRITO,11-20 years,N,Lease,57,10,13,72,29,91,Y,N,N,N,Others,Y,Low-end,161255,19500,22007,5520,1208,753,N,0,-79.55989,43.64587,0
459,BAR CODE,1-5 years,Y,Lease,33,18,19,151,61,48,Y,Y,Y,N,Korean,Y,Low-end,163716,22928,20334,4674,879,580,N,0,-79.34849,43.68795,0
466,BAR KADA,Under 1 year,Y,Lease,35,18,13,156,18,66,Y,Y,N,Y,Mediterranean,N,Low-end,219795,23349,24003,9054,2455,988,N,0,-79.40714,43.64645,0
468,BAR MERCURIO,11-20 years,Y,Lease,28,8,12,111,11,58,Y,Y,Y,N,Mediterranean,N,Low-end,274796,2580,2665,7352,1135,71,N,0,-79.40042,43.66754,0
473,BAR REYNA,Under 1 year,N,Own,69,10,4,77,67,54,Y,Y,N,N,Italian,Y,Low-end,255808,58484,50855,6918,1697,1375,N,0,-79.3934,43.67004,0
475,BAR TWELVE 16,Under 1 year,N,Own,24,6,8,80,2,97,Y,Y,Y,Y,Mediterranean,Y,Low-end,237676,66020,74313,5064,1624,1583,N,0,-79.54295,43.61723,0
478,BAR VOLO,11-20 years,N,Own,49,10,14,87,50,77,Y,N,Y,Y,Vietnamese,Y,Low-end,249632,36085,36871,6640,1547,980,N,0,-79.38558,43.66579,0
482,BARBURRITO,11-20 years,N,Lease,67,17,17,166,23,97,Y,Y,Y,N,Vietnamese,N,Low-end,262168,131851,128945,11436,2645,5624,N,0,-79.41204,43.76425,0
493,BARNSTEINER'S,11-20 years,N,Own,37,7,3,167,13,66,Y,N,Y,N,Italian,N,Low-end,219900,14041,12188,8935,4349,495,N,0,-79.39342,43.68554,0
523,BEACHES BREWING COMPANY INC,11-20 years,N,Own,42,8,6,122,9,48,N,N,Y,N,Indian,N,Low-end,189564,105530,91178,4997,662,2403,N,0,-79.30233,43.66936,0
524,BEAN AND BAKER MALT SHOP,Under 1 year,N,Own,35,6,11,153,17,42,Y,Y,Y,N,Mediterranean,Y,Low-end,124316,6452,6997,3442,894,193,N,0,-79.41752,43.65994,0
525,BEAST,6-10 years,N,Own,62,15,15,104,43,92,Y,Y,N,N,Thai,N,Low-end,136136,53208,54802,4210,1498,1694,N,0,-79.40569,43.64408,0
530,BECKER'S,1-5 years,N,"Lease, want to purchase",65,9,6,151,40,44,Y,N,Y,N,Vietnamese,Y,Low-end,169985,23861,22489,7201,3141,952,N,0,-79.39302,43.79161,0
531,BEDFORD ACADEMY,1-5 years,N,Lease,11,2,14,155,55,50,N,Y,N,N,Mexican,N,Low-end,164765,29155,25062,4232,1135,643,N,0,-79.39737,43.66949,0
536,BEEROCRACY,11-20 years,N,"Lease, want to purchase",8,5,4,76,65,63,Y,Y,N,N,Others,Y,Low-end,215279,115617,120766,5091,1135,2855,N,0,-79.41334,43.65533,0
542,BELGIAN MOON BREWERY @ stackt,6-10 years,Y,"Lease, want to purchase",52,14,13,117,2,86,Y,N,Y,N,Greek,N,Low-end,137140,24660,22783,4113,925,683,N,0,-79.40217,43.64096,0
543,BELLA VISTA,6-10 years,N,Lease,38,16,5,116,46,78,Y,Y,N,N,Mediterranean,Y,Low-end,178429,78778,85027,7680,4296,3659,N,0,-79.41648,43.65519,0
561,BEST BITE BAR & GRILL,Under 1 year,N,Lease,61,4,9,86,49,49,Y,Y,Y,N,Mexican,Y,Low-end,147330,16323,18254,4896,10,606,N,0,-79.60082,43.65323,0
566,BETTY'S,1-5 years,N,Own,36,7,15,137,62,56,Y,N,N,N,Others,Y,Low-end,155615,45159,51399,3371,234,1113,N,0,-79.36738,43.6515,0
568,BEYOND FOOD,1-5 years,N,Lease,48,17,12,82,66,97,N,N,Y,N,Mediterranean,N,Low-end,237372,86119,83916,6633,1890,2345,N,0,-79.36609,43.65318,0
587,BILLY'S DINER,Under 1 year,Y,Lease,53,3,8,101,66,46,Y,N,N,N,Vietnamese,N,Low-end,183720,60884,58778,8171,894,2614,N,0,-79.3376,43.66195,0
590,BIRDS AND BEANS,Under 1 year,N,"Lease, want to purchase",37,5,8,133,57,73,Y,Y,Y,Y,Indian,N,Low-end,182125,7228,6150,7705,962,260,N,0,-79.48892,43.61401,0
591,BIRRERIA VOLO,6-10 years,N,Lease,59,15,2,142,39,65,Y,N,Y,N,Korean,N,Low-end,186135,113217,117423,7452,2828,4701,N,0,-79.41459,43.65508,0
594,BISHOP MOROCCO BREAKFAST PROGRAM,Under 1 year,N,Lease,26,3,11,145,62,61,Y,Y,Y,N,Greek,N,Low-end,210224,110920,115503,8714,2329,4788,N,0,-79.45218,43.65619,0
599,BISTRO GRANDE,6-10 years,Y,Own,57,5,5,113,58,64,N,N,Y,N,Italian,N,Low-end,210412,84261,95448,7705,1176,3495,N,0,-79.42963,43.70035,0
601,BISTRO ON AVENUE,1-5 years,N,Lease,6,8,14,91,23,45,Y,Y,Y,N,Mexican,Y,Low-end,221916,21151,21244,4788,1759,458,N,0,-79.4203,43.73536,0
605,BLACK ANGUS STEAKHOUSE,1-5 years,N,Own,58,2,18,90,56,93,Y,Y,N,N,Indian,Y,Low-end,272521,87129,74749,6412,585,1759,N,0,-79.52096,43.64553,0
610,BLACK DICE CAFE,Over 20 years,N,"Lease, want to purchase",6,14,5,110,39,56,Y,Y,N,Y,Others,N,Low-end,246297,35530,38586,8833,2540,1383,N,0,-79.4344,43.64991,0
612,BLACK FOREST,6-10 years,N,Own,19,13,17,164,4,52,Y,N,Y,N,Greek,N,Low-end,259393,24659,21604,11573,2515,963,N,0,-79.25173,43.73622,0
613,BLACK GOAT CAFE,11-20 years,Y,Own,54,12,18,153,28,74,Y,Y,Y,N,Chinese,Y,Low-end,201300,90795,99662,4657,2744,2306,N,0,-79.52258,43.59673,0
618,BLAKE HOUSE,1-5 years,Y,Lease,51,4,13,141,35,97,N,Y,N,N,Mediterranean,Y,Low-end,252344,26206,28257,11070,2399,1239,N,0,-79.37722,43.66453,0
620,BLAZE PIZZA,1-5 years,Y,Own,13,15,17,166,32,71,Y,N,Y,N,Japanese,Y,Low-end,269634,61708,63048,9148,629,2139,N,0,-79.38069,43.65669,0
622,BLAZE PIZZA,1-5 years,N,Own,10,8,7,107,69,94,Y,Y,Y,N,Italian,N,Low-end,154935,89303,97887,6165,1353,3895,N,0,-79.39095,43.64933,0
633,BLOOR-JANE RESTAURANT,1-5 years,Y,Lease,54,9,14,95,9,87,Y,Y,N,Y,Greek,N,Low-end,232651,88167,93065,5179,2439,2072,N,0,-79.48419,43.64961,0
639,BLUE RIVER,11-20 years,N,Own,38,14,18,163,66,44,Y,N,Y,N,Vietnamese,Y,Low-end,252370,142489,137554,6643,1719,3620,N,0,-79.31127,43.68045,0
641,BLUESTONE LANE,1-5 years,Y,Own,54,10,17,153,54,81,Y,Y,Y,N,American,Y,Low-end,131932,836,409,3061,836,9,N,0,-79.3762,43.64938,0
644,BLUFFERS RESTAURANT,1-5 years,Y,Lease,56,11,18,76,34,82,N,Y,N,N,Vietnamese,N,Low-end,133971,29355,32113,5367,2068,1286,N,0,-79.23187,43.70629,0
646,BO 7 MON RESTAURANT,Under 1 year,N,Own,60,11,16,76,44,56,Y,N,Y,Y,Italian,Y,Low-end,203073,69310,78646,6851,1210,2653,N,0,-79.54987,43.74969,0
654,BOCCACCIO RESTAURANT,Under 1 year,Y,Lease,52,18,10,120,7,73,Y,Y,N,N,Indian,N,Low-end,197783,68346,71877,6798,28,2470,N,0,-79.45675,43.71301,0
656,BOCCONE DELI & PIZZA BAR,6-10 years,Y,Lease,36,18,8,126,14,50,N,Y,Y,N,Mediterranean,N,Low-end,246172,115404,128893,7724,89,4044,N,0,-79.3936,43.68634,0
663,BOLAN THAI CUISINE,6-10 years,Y,Own,8,19,15,106,17,40,Y,Y,Y,N,Korean,N,Low-end,256419,17872,20355,9838,4539,780,N,0,-79.38921,43.70663,0
666,BOM-BAY SNACK BAR,Under 1 year,N,Lease,61,13,12,71,48,45,Y,Y,N,N,Mediterranean,N,Low-end,165302,61360,64012,4141,43,1603,N,0,-79.37496,43.70613,0
669,BOMBAY PALACE,Under 1 year,Y,Lease,28,11,13,144,52,83,N,N,Y,N,Greek,Y,Low-end,232930,88926,92546,5285,1678,2100,N,0,-79.37225,43.65129,0
