ID,Name,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat,Helpfulness_Factor
70,A & W,11-20 years,N,Lease,64,12,9,136,37,85,Y,Y,N,N,Others,N,Average,230141,21777,18971,6416,2298,528,N,0,-79.30181,43.76624,0
79,A&W,Under 1 year,N,Lease,20,1,8,139,69,57,Y,N,Y,N,Chinese,Y,Average,496808,36361,37257,11249,4631,843,N,0,-79.33224,43.68174,0
80,A&W,Over 20 years,Y,"Lease, want to purchase",24,16,3,105,68,52,N,N,Y,N,Indian,N,Average,390394,126142,121327,8800,3327,2734,N,0,-79.32312,43.68373,0
82,A&W,1-5 years,Y,Own,65,19,7,162,13,91,Y,N,Y,N,Mediterranean,Y,Average,471893,29697,32673,16115,8374,1115,N,0,-79.47478,43.76733,0
92,AAA PUBLIC HOUSE,Under 1 year,Y,Own,45,3,5,70,64,80,Y,N,Y,N,American,N,Average,467101,13982,13555,13100,862,380,N,0,-79.35193,43.66584,0
101,AC CAFE,6-10 years,Y,Lease,6,4,17,75,28,53,Y,Y,Y,N,Others,N,Average,521435,83598,79220,11602,881,1762,N,0,-79.40104,43.66286,0
105,ADAM'S PUB,1-5 years,N,Lease,57,10,5,144,9,58,N,N,Y,N,Chinese,N,Average,300082,95320,81771,12725,3688,3467,N,0,-79.30792,43.7366,0
113,AFANTY UYHHUR HALAL RESTURANT,1-5 years,N,Lease,22,12,16,162,44,69,Y,N,N,N,Japanese,Y,Average,328267,196157,221568,11107,2352,7496,N,0,-79.26675,43.83219,0
116,AFRICAN CHOP BAR,1-5 years,N,Lease,59,13,2,103,9,79,Y,N,N,N,Italian,Y,Average,496770,163634,173896,17210,1191,6024,N,0,-79.55324,43.74954,0
118,AFRICAN PALACE RESTAURANT,Under 1 year,N,Lease,51,1,3,157,11,52,Y,Y,Y,N,Others,Y,Average,185883,7860,8003,7703,962,331,N,0,-79.42905,43.66116,0
119,AFRICAN PLAYER RESTAURANT,1-5 years,N,Own,30,6,14,128,19,89,Y,Y,Y,N,Italian,N,Average,385690,84625,73103,13149,5958,2492,N,0,-79.49595,43.6894,0
126,AGO BISTRO,1-5 years,N,Lease,31,17,6,91,24,81,Y,N,N,Y,Mexican,Y,Average,362711,161511,137648,9036,739,3429,N,0,-79.39371,43.65384,0
135,AJISEN RAMEN,Over 20 years,N,Lease,18,7,19,123,52,75,Y,N,Y,N,Japanese,N,Average,401340,49857,51773,17840,352,2301,N,0,-79.29337,43.8157,0
140,AKROPOLIS PATRIES + PIES,1-5 years,N,Lease,42,18,3,145,23,51,Y,N,Y,N,Italian,N,Average,231807,16492,18287,6273,3347,494,N,0,-79.34349,43.67949,0
144,AL-ARUBA RESTAURANT,1-5 years,Y,Lease,36,13,2,165,36,59,N,Y,N,N,Chinese,N,Average,315312,87527,91276,10877,3139,3148,N,0,-79.55153,43.72544,0
145,AL-MANI GRILL AND BIRYANI,11-20 years,Y,Lease,60,6,15,98,52,89,Y,Y,Y,N,Mediterranean,N,Average,259317,113447,128367,8594,3100,4254,N,0,-79.2995,43.6889,0
155,ALEPPO KEBAB,Under 1 year,Y,Lease,64,7,16,143,37,76,N,N,Y,N,Mexican,N,Average,236780,60427,67848,5897,1091,1689,N,0,-79.29824,43.74496,0
162,ALI BABA 'S,1-5 years,N,Lease,37,9,16,128,52,55,Y,Y,Y,Y,Chinese,Y,Average,504778,111879,128358,19631,6536,4991,N,0,-79.39947,43.71331,0
169,ALI BABA'S MIDDLE EASTERN CUISINE,11-20 years,Y,Own,33,10,10,114,34,78,Y,N,Y,N,Chinese,N,Average,223864,77143,82006,5521,1967,2022,N,0,-79.51578,43.69976,0
171,ALI'S WEST INDIAN ROTI SHOP,1-5 years,Y,Lease,16,15,3,96,16,88,Y,N,N,N,Thai,N,Average,476109,199580,209489,20340,7875,8949,N,0,-79.43591,43.64073,0
180,ALO RESTAURANT,1-5 years,N,Own,17,2,4,145,18,50,Y,Y,Y,N,Others,Y,Average,272793,10992,9756,11710,221,418,N,0,-79.39611,43.64879,0
181,ALOBAR,11-20 years,N,Own,66,5,12,143,29,93,Y,Y,Y,N,American,Y,Average,248994,3274,146,10427,3274,6,N,0,-79.39369,43.67014,0
186,ALUMNAE THEATRE COMPANY,1-5 years,N,Lease,40,11,13,142,58,88,N,N,Y,Y,Others,Y,Average,337738,123043,124205,11432,5543,4204,N,0,-79.36474,43.65295,0
187,ALWAYS BBQ,Under 1 year,Y,"Lease, want to purchase",8,6,18,109,68,41,N,N,Y,N,Greek,Y,Average,509048,16469,15362,21154,156,638,N,0,-79.33138,43.80429,0
194,AMAUSAAN UJI MATCHA,6-10 years,N,Lease,36,6,3,76,21,45,N,Y,Y,N,Japanese,N,Average,413948,48555,54500,10917,1927,1437,N,0,-79.39712,43.65326,0
195,AMAYA,6-10 years,Y,Lease,51,9,17,124,54,92,N,Y,Y,N,Mediterranean,Y,Average,439622,106239,121182,18980,310,5232,N,0,-79.46508,43.66521,0
204,AMITIE CAFE,11-20 years,N,Own,69,15,11,76,45,51,Y,Y,Y,Y,Others,N,Average,443171,125372,125316,19323,9163,5464,N,0,-79.46865,43.76914,0
211,ANDREW'S PLACE BAR & RESTAURANT,Over 20 years,N,Lease,43,11,15,107,31,95,Y,Y,Y,N,Mexican,Y,Average,504962,179104,166338,19966,982,6577,N,0,-79.26282,43.69305,0
216,ANGLR,11-20 years,Y,Lease,44,4,17,118,1,83,Y,N,N,Y,Greek,N,Average,340040,30961,31592,9872,492,917,N,0,-79.33619,43.66928,0
220,ANJAPPAR CHETTINAD,1-5 years,Y,Own,50,11,9,95,51,85,N,Y,Y,N,Korean,Y,Average,431994,36442,40826,15356,6037,1451,N,0,-79.2269,43.74176,0
223,ANNALAKSHMI,Under 1 year,Y,Own,35,15,15,102,16,47,Y,N,N,N,Vietnamese,Y,Average,187496,28270,26633,5098,1961,724,N,0,-79.39172,43.64475,0
238,APACHE BURGER,11-20 years,Y,Own,16,11,11,105,8,42,Y,N,Y,N,Italian,Y,Average,336821,7969,8705,12643,336,326,N,0,-79.53784,43.63932,0
239,APIECALYPSE NOW!,Under 1 year,Y,Own,5,2,17,75,33,97,Y,N,Y,N,Chinese,N,Average,511855,105412,112163,10431,3147,2285,N,0,-79.41871,43.66342,0
243,APRES,1-5 years,N,Lease,50,9,14,74,20,59,Y,Y,Y,N,Vietnamese,N,Average,251821,24311,25040,7621,1836,757,N,0,-79.4253,43.6429,0
249,ARCHIVE,1-5 years,N,Own,39,7,17,112,39,54,Y,N,Y,N,Chinese,Y,Average,216873,44717,46535,8702,2376,1867,N,0,-79.41256,43.65097,0
265,AROMA ESPRESSO BAR,1-5 years,N,Lease,28,10,17,117,52,55,Y,N,Y,N,Korean,Y,Average,502023,104873,95512,21827,10094,4152,N,0,-79.40352,43.73133,0
270,AROMA ESPRESSO BAR,1-5 years,N,Own,56,2,2,161,9,80,Y,Y,Y,N,Indian,Y,Average,487625,70660,80334,12336,1263,2032,N,0,-79.38023,43.64869,0
271,AROMA ESPRESSO BAR,6-10 years,N,Lease,40,16,5,147,48,62,Y,N,Y,N,Korean,N,Average,364800,192308,164047,9277,1090,4171,N,0,-79.50239,43.77005,0
272,AROMA ESPRESSO BAR,1-5 years,N,Lease,7,10,14,136,18,54,Y,N,Y,N,Others,Y,Average,429667,80204,75082,9375,4498,1638,N,0,-79.41711,43.63865,0
276,AROMA ESPRESSO BAR,1-5 years,Y,Lease,33,2,16,141,61,86,N,N,Y,N,Thai,N,Average,365409,32886,28765,7861,3384,618,N,0,-79.38324,43.64743,0
288,ARSENAL do MINHO COMMUNITY CENTER,6-10 years,Y,Lease,63,19,7,74,54,42,Y,N,Y,N,Chinese,N,Average,474750,202671,196218,14599,1825,6034,N,0,-79.48462,43.66577,0
298,ASAP City,11-20 years,Y,Own,38,17,6,91,60,56,Y,Y,N,N,Mexican,Y,Average,261121,30529,31023,9806,230,1165,N,0,-79.30522,43.74252,0
302,ASIA GARDEN RESTAURANT,1-5 years,N,Lease,45,12,17,145,56,86,Y,Y,Y,Y,Thai,N,Average,336783,169785,171833,12022,2770,6133,N,0,-79.56634,43.73816,0
307,ASIAN FUSION,Under 1 year,N,Lease,51,6,9,113,23,77,N,N,Y,N,Others,N,Average,491196,188557,169637,21916,376,7568,N,0,-79.29225,43.78394,0
311,ASIAN LEGEND,1-5 years,N,Lease,25,15,4,115,24,42,N,N,Y,N,Mediterranean,Y,Average,453690,65058,72610,16650,4776,2664,N,0,-79.34211,43.72691,0
315,ASSOCIAZIONE FAMIGLIE FOSSACESSIANE,Under 1 year,N,Lease,41,18,1,122,28,97,Y,N,Y,N,Greek,N,Average,351388,76868,67286,15642,727,2995,N,0,-79.543,43.76882,0
327,ATMOSPHERE,1-5 years,N,Own,32,16,13,113,8,69,Y,Y,Y,N,Others,Y,Average,516074,46920,48094,20056,3379,1869,N,0,-79.59871,43.68729,0
342,AVLING,1-5 years,N,Lease,12,12,9,114,57,42,Y,Y,Y,N,Italian,N,Average,268696,4855,4454,7697,713,127,N,0,-79.33828,43.66175,0
350,AZARIAS,1-5 years,Y,Own,47,3,8,130,36,78,Y,N,N,Y,Greek,N,Average,356490,107356,97417,9103,398,2487,N,0,-79.51331,43.647,0
351,AZIZA CAFE,6-10 years,N,Own,27,13,5,82,44,40,Y,Y,Y,N,American,Y,Average,244971,54277,46275,10730,4314,2026,N,0,-79.42446,43.65419,0
356,Aberdeen Delicious,11-20 years,Y,Own,61,15,10,117,49,97,Y,Y,N,N,Indian,N,Average,519379,132023,113805,11305,3362,2477,N,0,-79.28761,43.80514,0
368,Amazing Shawarma Inc.,Under 1 year,Y,Lease,40,4,18,81,36,82,Y,Y,N,N,Japanese,Y,Average,197140,78285,89942,7175,1684,3273,N,0,-79.26388,43.75218,0
378,B'S SIZZLING KITCHEN,6-10 years,Y,Lease,24,9,7,98,53,83,Y,Y,Y,Y,Indian,Y,Average,461840,31697,29034,20099,5668,1263,N,0,-79.53696,43.60389,0
386,BAD DOG,Over 20 years,Y,Lease,24,19,5,134,8,97,Y,N,Y,N,Mexican,N,Average,417826,46347,45893,9983,1253,1096,N,0,-79.42503,43.66201,0
404,BAJRA INDIAN & CHINESE CUISINE,6-10 years,N,Own,38,9,7,105,45,94,Y,Y,Y,N,Chinese,Y,Average,360719,141792,154256,8226,4011,3518,N,0,-79.53662,43.75243,0
405,BAKER AND SCONE,1-5 years,N,Lease,46,13,18,124,33,72,Y,Y,Y,N,Italian,N,Average,240658,42205,40871,8634,2424,1466,N,0,-79.42605,43.68145,0
406,BALDINI ON QUEEN,1-5 years,N,Lease,63,8,19,155,38,96,Y,N,Y,N,Greek,Y,Average,229688,94253,102629,9503,668,4246,N,0,-79.33911,43.66155,0
407,BALENA RISTORANTE,11-20 years,N,Lease,66,5,15,118,20,75,N,N,Y,N,Greek,N,Average,415193,30643,27103,14262,3326,931,N,0,-79.38823,43.70423,0
418,BAMBOO BUDDHA,1-5 years,Y,Lease,68,2,19,79,51,59,Y,N,Y,N,Mediterranean,N,Average,453586,99622,91061,13552,2054,2720,N,0,-79.40507,43.64353,0
424,BAN CUON THANH TRUC,Under 1 year,Y,Own,56,16,12,72,55,53,Y,N,N,N,Mediterranean,N,Average,357285,7412,8514,9429,1784,224,N,0,-79.48258,43.66945,0
427,BANGKOK GARDENS,6-10 years,Y,Lease,63,8,9,86,42,95,N,N,Y,N,Mediterranean,N,Average,335369,101949,89418,13488,2712,3596,N,0,-79.38275,43.6579,0
430,BANH CUON TO THANH,1-5 years,N,Lease,69,13,3,73,58,55,Y,N,Y,N,Mediterranean,Y,Average,372137,67009,59247,7756,2667,1234,N,0,-79.46136,43.67417,0
446,BAO,1-5 years,N,Lease,62,11,17,88,27,76,Y,Y,N,N,Mediterranean,N,Average,500132,266084,243142,20433,3520,9933,N,0,-79.39792,43.65234,0
447,BAPBO,Under 1 year,Y,Lease,68,10,19,72,45,41,Y,N,Y,N,Japanese,Y,Average,255273,41111,38701,6689,447,1014,N,0,-79.38495,43.65563,0
450,BAR BACAN,1-5 years,N,Lease,48,10,17,108,31,72,Y,N,Y,Y,Chinese,N,Average,202915,17589,16917,7406,827,617,N,0,-79.45036,43.65007,0
451,BAR BUCA,11-20 years,N,Own,18,13,18,130,5,82,Y,Y,Y,N,Greek,N,Average,328458,20415,18901,13298,393,765,N,0,-79.39974,43.64376,0
456,BAR BURRITO RESTAURANT,6-10 years,N,Lease,36,4,19,103,41,90,N,N,N,N,Korean,N,Average,411552,271232,296045,9566,2940,6881,N,0,-79.44743,43.71693,0
461,BAR FANCY,Under 1 year,N,Own,29,3,10,92,48,92,Y,N,N,N,Others,N,Average,290554,96411,99767,6999,1941,2403,N,0,-79.42147,43.64383,0
463,BAR HOP,11-20 years,N,Lease,17,1,18,82,46,91,Y,N,Y,N,Indian,Y,Average,493004,161642,183704,21732,2741,8097,N,0,-79.39356,43.64563,0
464,BAR HOP SESSION,6-10 years,N,Own,34,11,12,132,30,70,N,Y,N,Y,Mexican,N,Average,238195,22986,24913,9154,3948,957,N,0,-79.34404,43.67891,0
469,BAR MODERNO,1-5 years,N,Lease,64,9,14,84,11,71,Y,N,N,N,Others,Y,Average,502564,222488,251322,22573,7974,11288,N,0,-79.51016,43.62465,0
470,BAR MORDECAI,Under 1 year,N,Own,49,12,1,152,48,49,Y,N,Y,N,Korean,Y,Average,304244,13133,14689,7892,3996,381,N,0,-79.42502,43.6497,0
476,BAR VEGANDALE,Under 1 year,Y,Lease,65,7,9,153,2,55,Y,Y,Y,N,Japanese,Y,Average,431571,19009,17673,9462,1028,387,N,0,-79.43133,43.64169,0
483,BARBURRITO,11-20 years,N,Own,48,11,12,138,24,55,Y,Y,Y,N,Thai,Y,Average,249229,41371,40498,9392,2609,1526,N,0,-79.35555,43.65351,0
484,BARBURRITO,Over 20 years,N,Own,21,5,13,113,53,89,Y,N,Y,N,Others,N,Average,305903,11087,9596,8470,4476,265,N,0,-79.60582,43.73546,0
485,BARBURRITO,Over 20 years,N,Own,9,16,3,148,62,50,Y,Y,Y,N,Vietnamese,Y,Average,183061,53685,52448,5026,2305,1440,N,0,-79.55463,43.71596,0
487,BARCELONA TAVERN,1-5 years,N,Own,9,5,10,117,54,43,Y,N,Y,N,Mexican,N,Average,442207,60058,59004,11841,4073,1580,N,0,-79.42105,43.63992,0
488,BARDI'S STEAK HOUSE TAVERN,1-5 years,N,Lease,29,2,6,101,9,70,Y,N,N,N,Others,Y,Average,519043,170981,194222,18948,168,7090,N,0,-79.38296,43.6461,0
490,BARISTA & CHEF CAFE BISTRO,1-5 years,N,Lease,19,13,4,112,3,43,Y,Y,Y,N,Indian,N,Average,373550,77516,76269,10181,3887,2078,N,0,-79.43748,43.67944,0
491,BARMAKY RESTAURANT & BAR LTD,11-20 years,Y,Own,59,16,14,163,57,78,N,N,N,N,Mexican,N,Average,287674,97200,96656,6088,123,2045,N,0,-79.55736,43.7658,0
494,BARO,1-5 years,Y,Lease,19,19,3,113,33,60,Y,Y,Y,N,Indian,Y,Average,479143,184645,194769,16601,6609,6748,N,0,-79.39697,43.64487,0
499,BASIL BOX,1-5 years,N,Own,20,19,16,155,30,42,Y,N,N,N,Greek,Y,Average,303888,51252,54833,9877,2179,1782,N,0,-79.41528,43.78002,0
507,BASKET OF BREAD,6-10 years,N,Own,52,18,5,123,63,87,Y,N,N,N,Japanese,N,Average,219664,36224,31979,4421,2241,643,N,0,-79.49975,43.60176,0
509,BASSLINE MUSIC BAR INC.,1-5 years,N,Own,37,4,6,109,1,67,N,Y,Y,N,Korean,N,Average,475375,106827,113472,20828,7506,4971,N,0,-79.42468,43.6621,0
510,BASSO,6-10 years,Y,Own,18,11,2,147,33,46,Y,Y,Y,N,Others,N,Average,321158,109319,105259,7598,1960,2490,N,0,-79.36527,43.65555,0
515,BATON ROUGE,1-5 years,Y,"Lease, want to purchase",39,18,4,154,9,93,Y,Y,Y,N,Greek,N,Average,233300,85143,89010,6464,4020,2466,N,0,-79.25713,43.77931,0
520,BBQ CHICKEN FACTORY,1-5 years,N,Lease,29,7,2,126,40,50,Y,N,Y,N,Japanese,N,Average,502323,123771,121017,14363,4375,3460,N,0,-79.3694,43.66824,0
534,BEER N WINGS SPORTS GRILL,Under 1 year,N,Own,6,4,11,122,28,57,Y,Y,Y,Y,Vietnamese,Y,Average,365013,73206,64592,12495,4890,2211,N,0,-79.5343,43.64308,0
535,BEERBISTRO,1-5 years,Y,Own,62,15,18,82,68,72,Y,N,N,N,Greek,Y,Average,269182,67231,57500,5432,406,1160,N,0,-79.37709,43.64945,0
537,BEIJING HOTPOT RESTAURANT,1-5 years,N,Own,5,5,14,156,11,80,Y,Y,N,Y,Mexican,N,Average,443833,67720,74534,12671,6329,2127,N,0,-79.34017,43.77396,0
545,BELLISSIMO PIZZA,Over 20 years,N,"Lease, want to purchase",10,4,2,162,4,79,Y,Y,Y,N,Italian,N,Average,214652,3309,1019,8842,3309,41,N,0,-79.369,43.64866,0
547,BELLY BUSTERS SUBMARINES,1-5 years,Y,Own,18,9,9,87,11,92,Y,Y,Y,N,Mexican,N,Average,476948,219672,215650,12761,4321,5770,N,0,-79.39351,43.64564,0
550,BENDALE RESTAURANT,Under 1 year,N,Own,9,15,3,134,20,48,Y,N,N,N,Greek,Y,Average,322725,125197,126945,8728,3526,3433,N,0,-79.2386,43.75731,0
551,BENEFICA RESTAURANT,1-5 years,Y,Lease,46,18,9,117,41,96,Y,N,Y,N,Mexican,N,Average,320830,133803,148496,6836,1515,3164,N,0,-79.47305,43.68633,0
552,BENGALI SWEETS & RESTAURANT,6-10 years,Y,Lease,21,19,12,110,3,86,N,Y,Y,N,Greek,Y,Average,515147,94911,95068,13704,4439,2529,N,0,-79.56537,43.73857,0
553,BENIN CAFE,1-5 years,Y,Own,58,15,11,130,42,62,Y,Y,Y,N,Mediterranean,N,Average,221911,97127,92755,8749,388,3657,N,0,-79.5507,43.7249,0
554,BENTO,11-20 years,Y,Own,20,15,8,107,58,82,N,N,N,N,Japanese,N,Average,468342,67747,69310,10337,427,1529,N,0,-79.53385,43.70996,0
558,BERGHAM,1-5 years,Y,Own,63,4,4,121,13,63,Y,N,Y,N,Greek,Y,Average,393451,192298,204824,17047,4393,8874,N,0,-79.40044,43.64809,0
562,BEST BREAKFAST PLACE,1-5 years,N,Own,45,18,4,77,65,67,Y,Y,Y,N,Greek,Y,Average,390177,47626,42043,12377,2718,1333,N,0,-79.36734,43.66276,0
563,"BEST ISTANBUL KEBOB,  DONER, PIDE",1-5 years,Y,Lease,52,13,5,133,47,80,Y,Y,N,N,Italian,Y,Average,464369,58293,49921,10736,4220,1154,N,0,-79.48257,43.7271,0
575,BIERGARTEN,6-10 years,Y,Own,30,8,14,140,38,63,Y,Y,Y,N,Greek,Y,Average,201609,82526,89446,7319,382,3247,N,0,-79.38539,43.64174,0
576,BIFF'S RESTAURANT,Under 1 year,Y,Own,30,15,6,86,34,60,Y,N,Y,N,Greek,N,Average,254490,90402,93977,5324,1925,1966,N,0,-79.3768,43.64741,0
578,BIG SMOKE BURGER,1-5 years,N,Lease,8,4,6,120,15,45,Y,Y,Y,N,Italian,N,Average,312435,17058,16444,10226,1605,538,N,0,-79.37628,43.64963,0
581,BIGGERS RESTAURANT,6-10 years,Y,Lease,10,19,17,160,36,93,Y,N,Y,N,Mexican,N,Average,384016,139826,153924,12992,746,5207,N,0,-79.48247,43.6695,0
586,BILLIARDS ACADEMY & SPORTS BAR,Over 20 years,N,Lease,6,18,12,160,33,71,Y,N,Y,N,Greek,N,Average,336297,77109,75486,8865,3769,1989,N,0,-79.3495,43.678,0
595,BISTRO 200,11-20 years,N,Own,62,15,13,140,56,72,Y,Y,Y,N,Greek,Y,Average,340612,76996,72984,14430,1777,3091,N,0,-79.56964,43.69401,0
597,BISTRO CAMINO,11-20 years,Y,"Lease, want to purchase",31,12,6,74,51,51,Y,Y,Y,N,Greek,N,Average,274919,113368,120309,7062,304,3090,N,0,-79.29749,43.68935,0
603,BITONDO'S PIZZERIA,6-10 years,Y,Own,39,16,3,142,36,66,Y,Y,N,N,Indian,N,Average,177412,33047,32635,4650,358,855,N,0,-79.41335,43.65387,0
604,BIWON,1-5 years,N,Lease,63,11,8,137,12,97,Y,N,N,N,Others,N,Average,244133,6208,7075,5773,1470,167,N,0,-79.3969,43.6531,0
608,BLACK CAT ESPRESSO BAR,Under 1 year,N,Lease,48,19,13,82,56,60,Y,N,N,N,Mediterranean,N,Average,426956,115095,119334,18092,1173,5056,N,0,-79.4324,43.65279,0
609,BLACK CAT ESPRESSO BAR,11-20 years,N,Own,22,5,2,158,64,74,N,Y,Y,Y,American,N,Average,512850,44536,41962,11823,3041,967,N,0,-79.51493,43.70179,0
614,BLACK JACK BBQ,1-5 years,N,Own,35,19,17,85,13,61,Y,N,Y,N,American,N,Average,235411,61090,56929,10133,2237,2450,N,0,-79.33649,43.66919,0
619,BLAXX CARIBBEAN RESTAURANT AND DIVE BAR,1-5 years,Y,Lease,26,12,1,166,25,43,Y,Y,Y,N,Korean,Y,Average,403204,42962,38330,14832,3060,1410,N,0,-79.51151,43.71801,0
621,BLAZE PIZZA,6-10 years,Y,Lease,32,16,14,90,35,74,Y,Y,N,N,Indian,N,Average,483082,50085,47501,16054,2311,1578,N,0,-79.41083,43.76226,0
626,BLOOD BROTHERS BREWING,1-5 years,Y,"Lease, want to purchase",5,16,15,149,43,67,N,N,N,Y,Greek,Y,Average,491688,3507,3400,10654,3507,73,N,0,-79.43622,43.66985,0
627,BLOOM,11-20 years,N,"Lease, want to purchase",12,15,9,162,33,53,Y,Y,Y,N,Others,N,Average,318768,135018,141839,8908,1982,3963,N,0,-79.47973,43.65018,0
628,BLOOMER'S,1-5 years,Y,"Lease, want to purchase",62,6,11,150,22,85,Y,Y,N,Y,Italian,N,Average,197028,98950,104896,8636,145,4598,N,0,-79.40601,43.64674,0
630,BLOOR BAR & BILLIARDS,Over 20 years,N,"Lease, want to purchase",52,17,6,163,16,49,Y,N,N,N,Mexican,N,Average,363772,96223,95633,9424,3250,2477,N,0,-79.43233,43.66065,0
634,BLU RISTORANTE & LOUNGE,11-20 years,N,Lease,39,5,11,94,8,45,Y,Y,N,N,Mediterranean,N,Average,365771,46267,41308,7549,168,852,N,0,-79.3959,43.67238,0
640,BLUE SKY RESTAURANT & BAR,Under 1 year,Y,Own,65,6,15,107,12,93,Y,Y,Y,Y,Korean,N,Average,274892,76207,84349,9353,1522,2870,N,0,-79.58875,43.73319,0
643,BLUEWATER CURRY & ROTI WEST INDIAN RESTAURANT,Under 1 year,Y,Lease,45,9,11,155,41,45,N,Y,N,N,American,N,Average,395220,233110,257380,14829,2895,9657,N,0,-79.30585,43.73093,0
661,BOKU,6-10 years,N,Lease,34,12,16,113,47,74,Y,N,N,N,Korean,N,Average,238994,86468,88849,9907,2606,3683,N,0,-79.38446,43.66404,0
676,BONIMI RESTAURANT,11-20 years,N,Lease,47,14,10,137,19,95,Y,N,Y,N,Greek,Y,Average,400963,111499,100526,14684,2113,3681,N,0,-79.52045,43.64514,0
684,BOOM BREAKFAST CO.,1-5 years,N,Own,13,10,3,99,11,76,Y,Y,N,N,Mexican,Y,Average,475896,27988,29935,10268,1455,645,N,0,-79.43852,43.67922,0
686,BOOSTER JUICE,1-5 years,Y,Lease,55,6,7,82,21,60,Y,N,Y,N,Greek,N,Average,469720,265532,238592,11053,3852,5614,N,0,-79.47928,43.65069,0
687,BOOSTER JUICE,Under 1 year,N,Lease,50,5,19,167,61,77,Y,Y,Y,N,Chinese,Y,Average,328383,33342,30645,12697,1417,1184,N,0,-79.44743,43.71693,0
691,BORREL,11-20 years,Y,"Lease, want to purchase",40,6,19,87,61,41,Y,Y,N,N,Chinese,Y,Average,281254,26399,28226,10087,128,1012,N,0,-79.32907,43.68197,0
696,BOSTON PIZZA,11-20 years,N,Own,29,9,7,117,57,52,Y,N,Y,N,Greek,N,Average,310634,60969,55503,7187,1034,1284,N,0,-79.46595,43.75791,0
698,BOSTON PIZZA,1-5 years,N,Own,47,9,3,83,33,54,Y,N,N,N,Thai,N,Average,252344,89702,89065,11070,2349,3907,N,0,-79.28891,43.72915,0
701,BOUCHARD'S POUTINERY,Under 1 year,Y,Own,39,13,18,112,69,89,Y,N,Y,N,American,N,Average,260797,73438,68040,10378,4912,2707,N,0,-79.41004,43.6372,0
710,BOXCAR SOCIAL,11-20 years,Y,Own,47,10,11,90,56,49,Y,Y,Y,Y,Japanese,Y,Average,418612,117943,110357,10491,5400,2765,N,0,-79.34704,43.65976,0
715,BRASILEIRISSIMO STEAK HOUSE,1-5 years,Y,Lease,49,5,13,109,65,72,Y,Y,Y,Y,Greek,Y,Average,521638,29335,30397,11614,3863,676,N,0,-79.42263,43.64929,0
719,BREAD & BOWL,1-5 years,Y,Own,28,16,4,139,62,92,Y,Y,N,N,Others,Y,Average,264764,23465,23006,6771,1256,588,N,0,-79.39094,43.6563,0
