ID,Name,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat,Helpfulness_Factor
77,A PLUS DELI,1-5 years,N,Lease,56,5,7,85,64,57,N,N,Y,N,Mediterranean,N,Low-end,265652,77544,135840,10833,1112,5539,Y,5,-79.35407,43.76256,5
78,A& W,11-20 years,Y,Own,68,9,2,112,17,49,Y,N,Y,N,Vietnamese,N,High-end,644524,136401,265531,16231,1013,6686,Y,4,-79.35239,43.66536,4
80,A&W,1-5 years,Y,Own,29,17,57,134,11,85,Y,Y,Y,N,Mexican,N,High-end,519627,132874,669914,22123,4141,28522,Y,5,-79.32312,43.68373,5
84,A&W RESTAURANT,Under 1 year,N,"Lease, want to purchase",6,17,48,130,28,49,Y,Y,Y,N,Mexican,N,Low-end,224084,126339,221724,9540,3188,9440,Y,3,-79.4731,43.6709,3
89,A1 NEW YORK FRIED CHICKEN/A1 OURKITCHEN,1-5 years,Y,Lease,45,14,43,122,24,70,Y,N,Y,N,American,N,Low-end,153986,52800,113941,4555,145,3371,Y,5,-79.54227,43.75362,5
90,AAA,1-5 years,N,Lease,8,13,24,76,38,84,N,N,N,N,Greek,Y,Average,519337,266787,426484,14510,3509,11916,Y,1,-79.32884,43.66385,1
91,AAA BAR,1-5 years,Y,Lease,18,4,21,166,58,58,Y,Y,N,N,Korean,N,Average,401508,39966,208757,8188,3550,4257,Y,3,-79.37277,43.65178,3
93,AAAMAZING SALAD,11-20 years,Y,Own,19,19,2,89,31,65,Y,Y,Y,Y,Indian,N,Low-end,160098,55302,125617,3512,765,2755,Y,5,-79.37473,43.65147,5
94,AANCH MODERNISTIC INDIAN CUISINE,11-20 years,N,Lease,53,12,40,120,40,72,N,N,Y,N,Korean,N,Low-end,238279,3288,142255,6498,3288,3879,Y,5,-79.39078,43.64496,5
98,ABU HUMMUS,1-5 years,Y,Lease,27,6,34,153,64,66,Y,Y,Y,N,Mexican,N,Low-end,239080,75975,175143,10724,1983,7856,Y,3,-79.40168,43.65448,3
99,ABURI HANA,1-5 years,N,Own,15,3,56,139,15,49,Y,Y,Y,N,Italian,N,High-end,551282,116467,385135,12094,2775,8449,Y,5,-79.39255,43.67107,5
101,AC CAFE,1-5 years,Y,Lease,43,13,28,106,59,46,Y,N,Y,N,American,N,Average,376894,85446,153783,10690,4980,4362,Y,5,-79.40104,43.66286,5
105,ADAM'S PUB,1-5 years,N,"Lease, want to purchase",12,10,37,93,5,53,Y,N,N,N,Japanese,N,Average,279898,30676,136459,6484,3751,3161,Y,1,-79.30792,43.7366,1
107,ADAMSON BARBECUE,Under 1 year,Y,Own,66,13,15,98,2,67,Y,N,Y,N,Mediterranean,Y,Low-end,230352,73613,129339,6436,203,3613,Y,4,-79.35314,43.71252,4
110,ADI BIRYANI & KABOB HOUSE,1-5 years,Y,Own,7,18,15,84,30,49,N,N,Y,N,Korean,Y,High-end,584203,53901,350831,24549,4541,14742,Y,5,-79.2696,43.70729,5
116,AFRICAN CHOP BAR,11-20 years,N,Lease,5,12,57,154,32,84,Y,Y,Y,N,Greek,N,Low-end,140218,9909,106224,6155,1136,4662,Y,3,-79.55324,43.74954,3
117,AFRICAN DELIGHT CAFE & RESTAURANT,Over 20 years,N,Own,50,9,7,157,1,45,Y,Y,N,N,Japanese,N,Average,520656,229719,344059,15171,4604,10025,Y,1,-79.43743,43.65953,1
118,AFRICAN PALACE RESTAURANT,1-5 years,N,"Lease, want to purchase",53,14,49,141,16,61,Y,N,Y,Y,Thai,N,Average,356673,98243,300806,10763,68,9077,Y,3,-79.42905,43.66116,3
119,AFRICAN PLAYER RESTAURANT,11-20 years,N,Lease,45,5,55,161,14,64,Y,Y,Y,N,Greek,N,Low-end,212853,77209,104196,6037,745,2955,Y,4,-79.49595,43.6894,4
122,AFRO SPICE,Under 1 year,N,Own,30,4,58,102,5,58,Y,Y,Y,Y,Chinese,N,Low-end,174637,28738,117379,4045,2591,2719,Y,1,-79.49967,43.76333,1
123,AGAINST THE GRAIN URBAN TAVERN,11-20 years,Y,Own,22,2,6,78,3,72,Y,Y,Y,N,Others,N,Low-end,253980,31933,143091,8615,404,4854,Y,4,-79.36939,43.64379,4
125,AGIO RISTORANTE,1-5 years,N,Own,24,3,63,117,57,74,N,N,Y,N,Greek,N,Average,504608,13230,116341,21658,3066,4993,Y,2,-79.4507,43.676,2
127,AH SO SUSHI,Under 1 year,N,Own,57,16,46,156,4,70,N,Y,Y,N,Mediterranean,Y,Average,455759,24167,223773,17058,6885,8375,Y,5,-79.32973,43.65767,5
130,AISH TANOOR,Under 1 year,N,"Lease, want to purchase",9,4,24,138,61,79,Y,Y,Y,N,Others,N,Average,339502,138786,130100,12445,1075,4769,Y,5,-79.42955,43.70038,5
132,AJI SAI RESTAURANT,Under 1 year,N,"Lease, want to purchase",24,18,68,120,48,41,Y,N,Y,N,Mediterranean,N,Average,224567,7093,273281,8066,2281,9816,Y,4,-79.34166,43.67935,4
133,AJI SUSHI,Under 1 year,N,Own,45,4,36,122,22,89,Y,Y,Y,N,Indian,Y,High-end,787514,302823,517583,35325,949,23216,Y,5,-79.492679999999993,43.77259,5
135,AJISEN RAMEN,11-20 years,N,Lease,49,4,56,99,46,66,Y,Y,Y,Y,Indian,Y,Average,412732,72529,200296,11905,2759,5777,Y,4,-79.29337,43.8157,4
137,AKA-ONI JAPANESE CUISINE,1-5 years,Y,Lease,60,9,48,146,4,82,Y,Y,N,N,Mexican,Y,Low-end,240809,88818,130840,7016,52,3812,Y,4,-79.29921,43.82188,4
138,AKAI,6-10 years,N,Lease,41,10,35,153,9,44,Y,Y,Y,N,Greek,N,Low-end,145540,31176,171339,4392,859,5170,Y,4,-79.40502,43.66308,4
140,AKROPOLIS PATRIES + PIES,11-20 years,Y,"Lease, want to purchase",27,11,65,119,16,54,N,Y,Y,Y,Japanese,N,Average,296979,37888,182252,13159,4693,8075,Y,5,-79.34349,43.67949,5
141,AL MAC'S BAR & GRILL,Over 20 years,N,Lease,47,17,48,76,36,75,N,N,Y,N,Italian,N,Low-end,234490,6239,64058,9496,2868,2594,Y,2,-79.24878,43.70981,2
142,AL MANDI TORONTO,6-10 years,N,Lease,69,19,56,82,46,80,Y,Y,Y,N,Indian,N,Average,271118,122074,186141,6164,2037,4232,Y,1,-79.32937,43.68235,1
143,AL'S PIZZERIA & GRILL,6-10 years,N,Lease,14,17,34,132,2,47,Y,N,Y,N,Chinese,N,Low-end,164368,83243,111318,6125,3735,4148,Y,1,-79.2615,43.7155,1
146,AL-MEEZAN SPICY GRILL LTD.,6-10 years,Y,Own,34,17,38,126,33,71,N,N,Y,N,American,Y,Low-end,148004,42627,170127,5539,993,6367,Y,5,-79.61329,43.72076,5
151,ALBERT'S REAL JAMAICAN FOODS,11-20 years,Y,Own,20,15,25,104,18,53,N,N,Y,N,Japanese,Y,Low-end,211756,26696,124628,5018,974,2953,Y,1,-79.42077,43.68294,1
152,ALBERTO'S SPORTS BAR & GRILL,11-20 years,N,Own,52,17,30,104,7,63,N,N,N,N,Greek,N,Low-end,238803,15409,152853,8753,43,5603,Y,5,-79.56097,43.74894,5
153,ALCHEMY RESTAURANT & BAR,Over 20 years,Y,Lease,59,4,36,158,56,91,Y,Y,N,N,Mexican,N,Low-end,223924,68669,142367,9579,2227,6090,Y,1,-79.42511,43.65387,1
154,ALCOVE COFFEE,11-20 years,N,Own,45,9,18,73,52,61,Y,Y,N,N,Mexican,Y,Low-end,176767,62944,133410,6349,1850,4791,Y,3,-79.46382,43.66893,3
155,ALEPPO KEBAB,11-20 years,N,Lease,57,16,26,74,46,66,Y,N,Y,N,Italian,N,Average,379257,27791,181170,16132,2874,7706,Y,3,-79.29824,43.74496,3
156,ALEXANDRIA FALAFEL,11-20 years,N,Lease,14,17,36,115,31,69,Y,N,Y,N,Korean,Y,Average,466951,63450,379666,20566,2525,16721,Y,5,-79.430179999999993,43.64192,5
158,ALFIES BAR & GRILL,11-20 years,N,Lease,34,7,69,160,23,64,Y,Y,Y,N,Mexican,N,High-end,505229,132348,607080,14116,4348,16962,Y,5,-79.3691,43.6546,5
159,ALI BABA,1-5 years,N,"Lease, want to purchase",16,15,50,160,55,65,Y,Y,Y,N,American,Y,Low-end,200934,14679,83100,5795,1383,2397,Y,5,-79.45136,43.65372,5
161,ALI BABA 'S,1-5 years,N,Lease,43,16,13,151,23,87,Y,Y,N,N,Japanese,Y,Low-end,256941,89638,136305,5246,1154,2783,Y,3,-79.41142,43.6421,3
162,ALI BABA 'S,1-5 years,Y,Lease,29,8,3,154,22,66,Y,N,N,N,Greek,N,Low-end,217376,38213,112404,9632,3116,4980,Y,2,-79.39947,43.71331,2
165,ALI BABA'S,6-10 years,N,Lease,6,2,37,108,58,60,Y,Y,N,N,Thai,N,Average,237490,70672,285303,6028,2628,7242,Y,5,-79.38723,43.65484,5
168,ALI BABA'S MIDDLE EASTERN CUISINE,1-5 years,N,Own,55,11,10,145,59,53,N,N,Y,N,Japanese,N,Low-end,138653,21459,167599,6106,2076,7381,Y,1,-79.47727,43.65114,1
169,ALI BABA'S MIDDLE EASTERN CUISINE,11-20 years,Y,Own,39,1,11,104,60,50,Y,Y,Y,N,Others,N,Average,266593,123733,320229,7321,1521,8794,Y,1,-79.51578,43.69976,1
170,ALI'S TANDOORI CURRY HOUSE,1-5 years,N,Own,67,15,28,135,13,60,Y,N,N,Y,Japanese,Y,Average,305097,7741,301032,6903,2219,6811,Y,4,-79.28376,43.67359,4
173,ALIMENTARI,11-20 years,Y,Own,32,3,33,148,32,80,Y,Y,Y,N,Italian,N,Low-end,199539,23545,102240,6279,2385,3217,Y,3,-79.44988,43.64883,3
174,ALL STAR BAR & EATERY,1-5 years,Y,Lease,66,3,67,154,23,89,N,Y,Y,N,Greek,N,Low-end,238222,24339,97490,6047,1684,2474,Y,1,-79.1991,43.75798,1
177,ALLIANCE ATLANTIS CINEMAS,1-5 years,N,Lease,68,7,19,153,4,60,Y,Y,Y,N,Korean,N,Low-end,234156,48885,138393,5298,2990,3131,Y,4,-79.31463,43.66658,4
181,ALOBAR,11-20 years,N,Lease,10,4,36,151,3,60,Y,Y,Y,N,Korean,N,Average,480332,250937,212020,10722,2097,4733,Y,5,-79.39369,43.67014,5
183,ALSHEROOQ,1-5 years,Y,Own,29,9,46,148,69,90,Y,Y,Y,N,Mexican,Y,Average,268317,35048,164350,6988,2523,4280,Y,5,-79.41846,43.66338,5
185,ALTON RESTAURANT,1-5 years,Y,Lease,24,11,30,90,49,97,N,N,N,Y,Japanese,Y,Low-end,230250,23821,123380,9841,2809,5273,Y,5,-79.27754,43.82485,5
187,ALWAYS BBQ,1-5 years,Y,Own,50,6,48,158,27,87,Y,Y,Y,N,Chinese,N,High-end,528475,147563,387778,21787,7119,15987,Y,5,-79.33138,43.80429,5
190,AMAL,1-5 years,Y,Lease,18,16,21,146,48,70,Y,Y,Y,N,Others,N,Low-end,145434,84522,74340,5739,1218,2933,Y,1,-79.3924,43.66876,1
192,AMATO PIZZA,Under 1 year,N,Own,5,19,67,104,23,62,Y,N,Y,N,Italian,N,Low-end,258193,46468,192911,6240,3229,4662,Y,2,-79.38239,43.66044,2
195,AMAYA,Under 1 year,Y,"Lease, want to purchase",55,2,31,125,63,77,Y,Y,Y,N,Mexican,N,Average,192440,5473,288193,4807,1793,7199,Y,4,-79.46508,43.66521,4
196,AMAYA EXPRESS YORK,1-5 years,N,Lease,66,6,45,92,66,83,N,Y,Y,N,Korean,Y,Low-end,131879,15052,143331,4009,1853,4358,Y,4,-79.50187,43.76991,4
197,AMAZING HAKKA,Over 20 years,Y,Own,66,19,48,154,39,92,N,Y,Y,N,Japanese,N,Average,214047,46144,297200,5656,62,7854,Y,5,-79.30859,43.74268,5
199,AMBIYAN ON YONGE,6-10 years,N,Lease,40,18,69,136,26,61,Y,Y,Y,N,Mexican,N,High-end,617727,187368,376028,14310,7399,8711,Y,2,-79.39513,43.68969,2
201,AMENECER SALVADORENO RESTAURANT,1-5 years,N,Own,62,14,60,165,52,79,N,Y,N,Y,Greek,Y,Low-end,147312,1934,103067,6458,160,4518,Y,2,-79.56556,43.73888,2
202,AMICO'S PIZZA & RESTAURANT,Over 20 years,N,Lease,15,18,52,158,9,95,N,Y,Y,N,Others,Y,Low-end,251800,81648,216395,8952,947,7693,Y,1,-79.44306,43.63942,1
213,ANEJO RESTAURANT,11-20 years,Y,Lease,26,8,24,112,30,96,Y,N,Y,N,Greek,N,Average,343437,43909,200504,10803,2172,6307,Y,5,-79.4,43.64459,5
214,ANESTIS TAVERNA,1-5 years,N,"Lease, want to purchase",19,14,33,97,3,77,Y,N,Y,N,Italian,N,Low-end,172029,39919,154080,5411,880,4847,Y,1,-79.34821,43.67843,1
215,ANGIE'S RESTAURANT,Under 1 year,N,Own,18,16,15,81,62,57,N,Y,Y,N,Thai,N,Average,514580,118465,313691,21920,222,13363,Y,4,-79.25109,43.73555,4
218,ANH DAO RESTAURANT,1-5 years,N,Lease,8,18,41,146,58,57,N,Y,Y,N,Japanese,N,Low-end,148790,39838,147046,3327,651,3288,Y,4,-79.39914,43.65634,4
219,ANIMAL LIBRATION KITCHEN,1-5 years,N,Own,63,16,20,122,46,76,N,Y,Y,N,Italian,N,Average,287669,96482,164030,6432,1552,3668,Y,1,-79.35019,43.65813,1
221,ANNA ROTI HOUSE,1-5 years,N,Lease,44,18,63,131,30,66,N,N,Y,N,American,N,Low-end,241083,20417,106940,9543,1494,4233,Y,5,-79.25005,43.7077,5
225,ANNETTE FOOD MARKET,11-20 years,N,Own,50,9,21,124,39,80,Y,N,N,Y,Mediterranean,N,High-end,495907,283015,564625,14965,8755,17039,Y,1,-79.471190000000007,43.6627,1
226,ANNIES CARIBBEAN EXPRESS,1-5 years,N,Lease,30,10,36,101,41,66,Y,Y,Y,N,Mediterranean,N,Low-end,225267,39879,81502,8553,331,3094,Y,3,-79.48662,43.66543,3
227,ANOTHER BAR,1-5 years,N,Own,16,18,5,100,54,84,Y,Y,N,N,Mexican,Y,Average,350263,46837,106023,13027,7290,3943,Y,3,-79.42727,43.66163,3
228,ANOUSH,6-10 years,Y,Lease,10,12,11,111,53,72,Y,Y,Y,Y,Italian,Y,Average,434740,163381,351779,12785,452,10345,Y,5,-79.38723,43.67041,5
229,ANOUSH MIDDLE EASTERN CUISINE,Over 20 years,Y,Lease,38,17,40,152,51,70,Y,N,N,N,Mediterranean,N,Average,440659,50486,270922,16731,4504,10286,Y,3,-79.46626,43.75862,3
230,ANOUSH MIDDLE EASTERN CUISINE,6-10 years,N,Own,25,1,23,155,60,54,Y,Y,Y,N,Vietnamese,N,Low-end,134432,35526,87603,5610,604,3655,Y,4,-79.39119,43.64341,4
233,ANTLER,11-20 years,Y,Lease,33,3,11,141,2,84,Y,N,N,N,Mediterranean,Y,Average,481840,24826,220071,20108,10756,9184,Y,5,-79.43086,43.64961,5
237,AOYAMA VIP,1-5 years,Y,Lease,59,7,2,86,38,80,N,N,N,N,Mexican,Y,Average,245138,58979,404546,7322,802,12084,Y,2,-79.32917,43.78721,2
238,APACHE BURGER,1-5 years,N,Lease,67,5,23,108,59,62,Y,N,Y,N,Greek,N,Low-end,224993,13351,108344,5275,171,2540,Y,2,-79.53784,43.63932,2
240,APKUJUNG RESTAURANT,11-20 years,N,Own,6,15,49,116,33,96,Y,Y,Y,N,Japanese,Y,High-end,751884,446154,219631,30451,11616,8895,Y,5,-79.41913,43.79582,5
242,APOLLO ELEVEN RESTAURANT,1-5 years,Y,Own,65,13,22,104,9,81,Y,Y,Y,N,Greek,N,Low-end,227821,31275,82173,6019,2738,2171,Y,2,-79.41419,43.67298,2
244,ARABESQUE,1-5 years,N,Lease,12,1,9,94,36,49,Y,Y,N,N,Chinese,N,Low-end,235193,26626,82427,5958,1346,2088,Y,4,-79.431,43.65284,4
245,ARAMARK CANADA,1-5 years,Y,Lease,14,7,59,152,27,88,Y,N,Y,N,Chinese,N,Average,214555,76169,176835,8188,53,6748,Y,4,-79.38239,43.6497,4
247,ARCANE,1-5 years,Y,Own,69,16,51,158,29,41,Y,N,N,N,Vietnamese,N,Low-end,198362,32818,99326,4710,2365,2358,Y,5,-79.39638,43.64508,5
248,ARCHEO TRATTORIA,1-5 years,N,Own,21,13,34,74,10,56,N,Y,Y,N,Greek,N,Low-end,186577,9631,159842,5107,369,4375,Y,5,-79.35803,43.65072,5
249,ARCHIVE,11-20 years,N,"Lease, want to purchase",9,1,39,162,38,45,Y,N,Y,N,Thai,Y,High-end,624479,24881,401901,23373,10206,15042,Y,5,-79.41256,43.65097,5
250,ARCTIC BITES,11-20 years,Y,Own,39,16,12,154,6,41,Y,N,Y,N,Thai,N,Average,346804,41847,253274,8131,1965,5938,Y,1,-79.39297,43.65604,1
251,ARDO RESTAURANT,Under 1 year,Y,Lease,33,11,35,162,67,96,Y,Y,N,Y,Others,Y,Low-end,186803,96836,171381,6712,707,6157,Y,5,-79.36843,43.65124,5
253,ARIA RISTORANTE,1-5 years,Y,Own,15,18,31,138,19,47,Y,N,N,N,Korean,N,Low-end,241058,73291,246436,7838,1228,8013,Y,2,-79.38145,43.64315,2
255,ARIS PLACE RESTAURANT,Under 1 year,N,"Lease, want to purchase",22,3,9,131,10,65,Y,N,Y,N,Italian,N,Low-end,249617,42581,124693,10772,469,5381,Y,5,-79.44881,43.64605,5
256,ARISU,11-20 years,N,"Lease, want to purchase",23,11,6,104,24,84,Y,N,Y,N,Greek,Y,Low-end,173804,7133,158536,3804,1038,3470,Y,4,-79.41259,43.66494,4
261,AROMA ESPRESSO BAR,1-5 years,N,Own,64,10,42,89,53,89,Y,N,Y,N,Chinese,Y,Average,412689,103820,200794,14828,2692,7214,Y,5,-79.39908,43.70716,5
263,AROMA ESPRESSO BAR,Under 1 year,N,Lease,25,2,44,143,33,82,Y,N,N,N,Mediterranean,Y,Low-end,219262,92231,69987,4525,1018,1444,Y,1,-79.36101,43.70623,1
264,AROMA ESPRESSO BAR,Under 1 year,N,Lease,17,11,12,72,4,51,Y,Y,Y,N,Italian,N,Average,464323,10068,250614,15097,6788,8148,Y,5,-79.39416,43.64577,5
265,AROMA ESPRESSO BAR,Over 20 years,Y,Lease,25,3,69,164,47,62,N,Y,Y,N,Mediterranean,Y,Average,440971,103629,122871,19030,3068,5302,Y,3,-79.40352,43.73133,3
275,AROMA ESPRESSO BAR,6-10 years,Y,Lease,30,2,24,125,30,43,Y,Y,Y,N,Mexican,N,Low-end,256912,75183,106708,9801,1519,4070,Y,5,-79.39948,43.64795,5
276,AROMA ESPRESSO BAR,Under 1 year,Y,Own,51,6,46,107,26,75,Y,Y,N,N,American,Y,Average,352198,83822,199188,15632,1341,8840,Y,5,-79.38324,43.64743,5
278,AROMA ESPRESSO BAR,Over 20 years,N,Own,37,1,32,81,40,61,Y,Y,N,N,Thai,Y,Average,487040,110729,120835,18784,6200,4660,Y,5,-79.37798,43.67154,5
279,AROMA ESPRESSO BAR,Under 1 year,N,Own,14,16,28,105,58,95,Y,Y,Y,N,Greek,Y,High-end,758012,153479,348317,32426,8329,14900,Y,1,-79.3852,43.66593,1
283,AROMA ESPRESSO BAR,Under 1 year,N,Lease,65,13,17,154,44,48,Y,N,Y,N,Japanese,N,Low-end,263899,48065,85862,6964,4612,2266,Y,2,-79.43402,43.73874,2
285,AROMA ESPRESSO BAR,Over 20 years,Y,Own,67,18,47,74,63,95,N,N,N,N,Others,N,Low-end,178262,56672,117156,7747,550,5091,Y,5,-79.41134,43.65604,5
286,AROMA ESPRESSO BAR,Under 1 year,N,Lease,20,18,25,100,56,81,Y,Y,Y,Y,American,N,Average,369399,11156,275439,8367,611,6239,Y,5,-79.38383,43.65523,5
287,AROMA FINE INDIAN CUISINE,11-20 years,Y,Lease,63,6,42,88,69,81,Y,Y,Y,Y,American,Y,High-end,424160,69229,531011,15235,5472,19073,Y,5,-79.38995,43.64647,5
290,ART SQUARE CAFE,11-20 years,N,Lease,24,6,2,149,47,58,Y,Y,Y,N,Greek,N,Low-end,255802,55087,104744,9566,3197,3917,Y,5,-79.39246,43.6541,5
291,ARTHURS,Under 1 year,N,Lease,5,6,12,154,44,94,Y,Y,N,N,Mexican,Y,High-end,700121,80121,396968,14295,3926,8105,Y,2,-79.3932,43.68851,2
