ID,Name,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat,Helpfulness_Factor
53,A & W,1-5 years,N,Own,56,17,17,143,21,60,Y,N,N,N,Korean,N,Low-end,153669,37399,113133,6086,2269,4480,Y,1,-79.22421,43.76155,1
54,A & W,11-20 years,N,"Lease, want to purchase",45,18,15,157,67,83,Y,Y,Y,N,Thai,N,Average,398016,195111,182347,10908,1836,4997,N,0,-79.3793,43.65143,0
55,A & W,1-5 years,Y,Own,8,12,11,127,46,66,Y,Y,Y,N,Greek,N,Low-end,240598,56092,64046,9491,3993,2526,N,0,-79.39991,43.71537,0
56,A & W,11-20 years,N,Own,65,18,3,135,41,48,Y,N,N,N,Italian,N,Low-end,273236,81806,91160,7618,1955,2541,N,0,-79.35889,43.67597,0
57,A & W,6-10 years,N,Lease,15,7,12,115,14,82,Y,Y,Y,N,Italian,Y,Average,396089,8276,7390,8424,1500,157,N,0,-79.45104,43.73284,0
58,A & W,Over 20 years,Y,Own,16,4,59,133,42,92,N,Y,N,N,Italian,N,High-end,675514,276271,331086,17713,286,8682,Y,4,-79.41065,43.66525,4
59,A & W,6-10 years,Y,Lease,12,8,5,118,47,42,Y,Y,Y,Y,Chinese,N,High-end,528237,295876,310598,14661,1307,8620,N,0,-79.43723,43.64046,0
60,A & W,6-10 years,N,Lease,12,10,40,124,57,67,Y,Y,Y,N,American,N,High-end,718657,40521,480708,27900,5167,18662,Y,4,-79.4649,43.66558,4
61,A & W,1-5 years,Y,Lease,33,13,18,131,65,78,Y,Y,Y,Y,Mediterranean,N,Low-end,263760,58612,61613,6531,1063,1525,N,0,-79.40643,43.64684,0
62,A & W,11-20 years,Y,Lease,21,14,15,147,59,72,N,Y,Y,N,Mexican,N,Low-end,252718,47124,48473,5722,1484,1097,N,0,-79.5224,43.64549,0
63,A & W,6-10 years,Y,Lease,40,8,39,82,47,48,Y,Y,Y,N,Others,N,Average,329144,93245,264998,14537,2435,11704,Y,5,-79.38994,43.64598,5
64,A & W,Under 1 year,N,Lease,12,1,3,123,13,74,N,N,Y,N,Greek,N,Average,189461,104563,174822,5075,505,4683,Y,5,-79.41742,43.72582,5
65,A & W,Under 1 year,N,Lease,17,13,56,140,39,62,Y,N,Y,N,Others,N,Average,219818,19178,323128,6798,1294,9993,Y,1,-79.42265,43.65461,1
66,A & W,1-5 years,N,Own,17,14,14,76,15,67,N,Y,Y,N,Greek,N,Average,494820,135552,151251,19915,1296,6087,N,0,-79.38403,43.66309,0
67,A & W,Under 1 year,N,Lease,57,5,53,90,28,46,Y,Y,Y,N,Mexican,Y,Average,223465,21949,270178,8266,1319,9994,Y,4,-79.3448,43.67917,4
68,A & W,Over 20 years,Y,Lease,59,5,15,164,19,95,Y,Y,N,N,Thai,Y,Average,355986,124400,258583,14098,45,10241,Y,3,-79.39693,43.70677,3
69,A & W,Under 1 year,N,Lease,68,13,6,145,4,45,Y,Y,Y,N,Japanese,N,Average,387223,85033,239319,15275,1325,9440,Y,1,-79.39578,43.64886,1
70,A & W,11-20 years,N,Lease,64,12,9,136,37,85,Y,Y,N,N,Others,N,Average,230141,21777,18971,6416,2298,528,N,0,-79.30181,43.76624,0
71,A & W,Under 1 year,N,"Lease, want to purchase",14,15,7,135,22,46,Y,N,Y,N,Greek,Y,High-end,420238,176256,171420,17239,791,7032,N,0,-79.39908,43.70716,0
72,A & W 4458,1-5 years,Y,Lease,52,19,62,102,40,86,Y,Y,Y,N,Vietnamese,Y,Low-end,169290,42823,86020,3816,2518,1939,Y,2,-79.22282,43.80918,2
73,A & W RESTAURANT,1-5 years,N,Own,18,5,57,112,20,67,Y,N,N,N,Indian,Y,Average,321355,26452,137415,7957,2277,3402,Y,5,-79.43477,43.65993,5
74,A + W,Over 20 years,Y,Lease,12,14,20,94,59,85,Y,Y,N,N,Mexican,N,Low-end,188842,18461,136757,6449,1482,4670,Y,4,-79.32521,43.76055,4
75,A I SUSHI,Over 20 years,N,Lease,68,1,3,136,12,69,Y,Y,Y,N,Indian,N,Low-end,135171,10302,10121,3544,1038,265,N,0,-79.24088,43.79262,0
76,A LA TURK,6-10 years,N,Own,65,4,17,103,34,70,N,Y,N,N,Greek,N,High-end,454389,94286,97855,18901,398,4070,N,0,-79.40423,43.73358,0
77,A PLUS DELI,6-10 years,Y,Own,15,17,2,136,41,74,Y,N,Y,N,Korean,N,Low-end,192696,25044,25940,4401,1888,592,N,0,-79.35407,43.76256,0
78,A& W,Over 20 years,N,Lease,42,1,10,114,7,70,Y,Y,Y,N,Greek,N,Low-end,223511,66283,70210,6268,538,1969,N,0,-79.35239,43.66536,0
79,A&W,Under 1 year,N,Lease,20,1,8,139,69,57,Y,N,Y,N,Chinese,Y,Average,496808,36361,37257,11249,4631,843,N,0,-79.33224,43.68174,0
80,A&W,Over 20 years,Y,"Lease, want to purchase",24,16,3,105,68,52,N,N,Y,N,Indian,N,Average,390394,126142,121327,8800,3327,2734,N,0,-79.32312,43.68373,0
81,A&W,Under 1 year,Y,Own,61,6,13,155,54,95,Y,Y,Y,N,Japanese,N,Low-end,219171,89516,103957,5934,801,2814,Y,5,-79.42165,43.67142,5
82,A&W,1-5 years,Y,Own,65,19,7,162,13,91,Y,N,Y,N,Mediterranean,Y,Average,471893,29697,32673,16115,8374,1115,N,0,-79.47478,43.76733,0
83,A&W,Under 1 year,N,Own,45,3,1,132,36,50,Y,Y,Y,N,Chinese,Y,Low-end,160423,18196,19121,6654,3779,793,N,0,-79.37803,43.66664,0
84,A&W RESTAURANT,6-10 years,Y,Lease,68,8,36,164,41,50,Y,N,Y,N,Greek,N,Average,366122,177007,218563,9599,5795,5730,Y,5,-79.4731,43.6709,5
85,A+ SUSHI & BIBIM,11-20 years,Y,Lease,24,15,4,75,11,79,N,N,Y,N,American,Y,High-end,594363,126169,107386,14214,1735,2568,N,0,-79.43438,43.64105,0
86,A-GAME CAFE,11-20 years,N,Own,40,5,69,163,23,77,Y,Y,N,N,Thai,Y,Low-end,204364,54747,83621,7041,2595,2881,Y,4,-79.40791,43.65172,4
87,A-OK CAFE,11-20 years,N,Lease,30,5,4,132,46,67,Y,Y,N,Y,Chinese,Y,Low-end,243412,90832,78229,6593,959,2119,N,0,-79.38832,43.67039,0
88,A.C. RANCH CAFFE,1-5 years,Y,Lease,17,19,65,148,45,64,Y,Y,Y,N,Mexican,N,High-end,566834,47415,393776,15535,3360,10792,Y,5,-79.44478,43.67785,5
89,A1 NEW YORK FRIED CHICKEN/A1 OURKITCHEN,1-5 years,Y,Own,7,5,17,75,54,74,Y,N,Y,N,American,N,High-end,523671,192396,205130,11137,79,4362,N,0,-79.54227,43.75362,0
90,AAA,11-20 years,N,Lease,25,2,29,159,67,52,Y,N,Y,N,Korean,N,Average,368478,85796,248790,8416,3635,5682,Y,3,-79.32884,43.66385,3
91,AAA BAR,1-5 years,Y,"Lease, want to purchase",59,12,58,139,33,45,N,N,Y,N,Chinese,N,Low-end,160160,20838,96837,3563,546,2154,Y,3,-79.37277,43.65178,3
92,AAA PUBLIC HOUSE,Under 1 year,Y,Own,45,3,5,70,64,80,Y,N,Y,N,American,N,Average,467101,13982,13555,13100,862,380,N,0,-79.35193,43.66584,0
93,AAAMAZING SALAD,1-5 years,Y,Own,8,13,14,86,57,97,Y,Y,Y,N,Italian,N,Average,386363,45755,335984,10461,1240,9097,Y,3,-79.37473,43.65147,3
94,AANCH MODERNISTIC INDIAN CUISINE,Under 1 year,Y,Lease,22,13,33,164,32,65,Y,Y,Y,N,Vietnamese,N,Low-end,241900,8126,207843,10258,3346,8813,Y,3,-79.39078,43.64496,3
95,ABOGIDA LOUNGE,1-5 years,Y,Own,46,3,19,160,42,68,Y,N,Y,N,Chinese,Y,Low-end,151146,26713,137651,5562,2641,5065,Y,3,-79.32765,43.68229,3
96,ABSINTHE COFFEE HOUSE CAFETERIA - PRIVATE ACCESS,6-10 years,N,Lease,25,11,39,149,43,80,Y,Y,Y,N,Thai,N,Average,503700,108556,157744,20893,5052,6543,Y,5,-79.50234,43.77342,5
97,ABSOLUTE COMEDY,6-10 years,N,Own,45,11,69,158,57,89,N,N,Y,N,Indian,N,Average,439511,103205,148867,15143,2437,5129,Y,3,-79.39832,43.70864,3
98,ABU HUMMUS,6-10 years,Y,Lease,28,19,18,125,4,87,Y,Y,N,N,Chinese,Y,Low-end,133488,43338,37108,4693,1142,1304,N,0,-79.40168,43.65448,0
99,ABURI HANA,1-5 years,N,Own,38,4,40,92,67,59,Y,N,Y,Y,Korean,N,Average,330827,15555,317170,8961,3636,8591,Y,5,-79.39255,43.67107,5
100,ABYSSINA ETHIOPIAN RESTAURANT,1-5 years,N,Lease,61,6,17,101,62,53,Y,Y,Y,N,Japanese,N,Low-end,261765,133456,129338,11256,1718,5561,N,0,-79.33986,43.68015,0
101,AC CAFE,6-10 years,Y,Lease,6,4,17,75,28,53,Y,Y,Y,N,Others,N,Average,521435,83598,79220,11602,881,1762,N,0,-79.40104,43.66286,0
102,ACAI CONCEPT,6-10 years,N,Own,38,7,57,138,55,96,Y,Y,Y,N,Italian,N,Low-end,257233,28823,117831,8703,411,3986,Y,5,-79.40923,43.65165,5
103,ACQUA DOLCE,Over 20 years,Y,Own,41,1,67,144,36,46,Y,N,N,N,Vietnamese,Y,Low-end,145144,36885,170409,5028,1562,5903,Y,4,-79.42203,43.63147,4
104,ACTIONLITE RESTAURANT,1-5 years,N,Own,65,7,18,84,67,70,Y,N,Y,N,Greek,Y,High-end,509147,271534,252587,22488,7706,11156,N,0,-79.42811,43.66788,0
105,ADAM'S PUB,1-5 years,N,Lease,57,10,5,144,9,58,N,N,Y,N,Chinese,N,Average,300082,95320,81771,12725,3688,3467,N,0,-79.30792,43.7366,0
106,ADAM'S SHAWARMA,Under 1 year,Y,Lease,12,14,29,108,3,82,N,Y,Y,Y,Greek,N,Average,249328,27220,270779,9175,2724,9965,Y,3,-79.38047,43.66597,3
107,ADAMSON BARBECUE,1-5 years,N,Own,51,5,18,95,66,45,Y,Y,Y,Y,Greek,N,Low-end,211074,35679,39585,8747,915,1640,N,0,-79.35314,43.71252,0
108,ADDIS CAFE & DONUT,1-5 years,Y,Lease,32,15,3,118,28,91,Y,Y,Y,N,Japanese,N,High-end,786608,91896,567947,21073,178,15215,Y,5,-79.28381,43.69255,5
109,ADEGA RESTAURANT,1-5 years,N,Lease,48,8,1,91,35,86,Y,N,Y,N,Indian,N,Average,404655,61131,98598,14228,1161,3466,Y,3,-79.38327,43.65733,3
110,ADI BIRYANI & KABOB HOUSE,6-10 years,N,"Lease, want to purchase",11,19,10,99,25,92,Y,N,Y,N,Others,Y,Average,373338,66824,297554,16054,6876,12795,Y,4,-79.2696,43.70729,4
111,ADONAI,1-5 years,N,Own,39,3,13,85,44,59,Y,N,Y,N,Indian,N,Low-end,240495,17577,16630,8199,2345,566,N,0,-79.1984,43.7587,0
112,ADVANTAGE HEALTH MATTERS INC.,6-10 years,N,Own,50,7,30,102,23,52,N,Y,N,N,Greek,Y,High-end,771240,305487,414937,23851,11809,12832,Y,5,-79.56754,43.76584,5
113,AFANTY UYHHUR HALAL RESTURANT,1-5 years,N,Lease,22,12,16,162,44,69,Y,N,N,N,Japanese,Y,Average,328267,196157,221568,11107,2352,7496,N,0,-79.26675,43.83219,0
114,AFGHAN CUISINE,Under 1 year,N,Lease,65,3,8,79,42,76,Y,Y,Y,N,Thai,Y,High-end,519695,183049,159875,20917,3617,6434,N,0,-79.34298,43.70806,0
115,AFGHAN KEBOB CUISINE,Over 20 years,N,Lease,19,2,45,93,0,78,Y,N,N,N,Chinese,N,Low-end,243827,86177,105331,8717,3422,3765,Y,2,-79.55585,43.71533,2
116,AFRICAN CHOP BAR,1-5 years,N,Lease,59,13,2,103,9,79,Y,N,N,N,Italian,Y,Average,496770,163634,173896,17210,1191,6024,N,0,-79.55324,43.74954,0
117,AFRICAN DELIGHT CAFE & RESTAURANT,Under 1 year,N,Lease,61,11,12,91,64,64,Y,N,N,N,Japanese,Y,High-end,404370,46909,50790,14958,6421,1878,N,0,-79.43743,43.65953,0
118,AFRICAN PALACE RESTAURANT,Under 1 year,N,Lease,51,1,3,157,11,52,Y,Y,Y,N,Others,Y,Average,185883,7860,8003,7703,962,331,N,0,-79.42905,43.66116,0
119,AFRICAN PLAYER RESTAURANT,1-5 years,N,Own,30,6,14,128,19,89,Y,Y,Y,N,Italian,N,Average,385690,84625,73103,13149,5958,2492,N,0,-79.49595,43.6894,0
120,AFRICAN VILLAGE,1-5 years,Y,Own,7,11,43,141,31,55,Y,N,Y,N,Mexican,Y,High-end,589618,157353,282722,23352,5686,11197,Y,1,-79.53704,43.72103,1
121,AFRO CONTINENTAL RESTAURANT,Under 1 year,N,Lease,39,7,6,110,7,40,Y,Y,N,N,Vietnamese,N,High-end,602723,140565,137814,23776,3714,5436,N,0,-79.5601,43.73451,0
122,AFRO SPICE,11-20 years,N,Own,18,7,11,165,69,41,Y,Y,Y,N,American,Y,High-end,687597,367143,338554,19172,5265,9439,N,0,-79.49967,43.76333,0
123,AGAINST THE GRAIN URBAN TAVERN,1-5 years,N,Own,44,15,11,136,4,72,Y,Y,Y,N,Japanese,N,Average,457521,97815,249004,16357,3050,8902,Y,3,-79.36939,43.64379,3
124,AGENDA CAFE,Over 20 years,N,"Lease, want to purchase",11,15,42,72,6,42,N,N,Y,N,Mexican,N,Average,419961,70449,443100,10905,4546,11506,Y,5,-79.4149,43.65502,5
125,AGIO RISTORANTE,11-20 years,N,Own,31,2,13,113,32,79,Y,N,N,N,Chinese,N,High-end,535708,107759,110877,13265,1662,2745,N,0,-79.4507,43.676,0
126,AGO BISTRO,1-5 years,N,Lease,31,17,6,91,24,81,Y,N,N,Y,Mexican,Y,Average,362711,161511,137648,9036,739,3429,N,0,-79.39371,43.65384,0
127,AH SO SUSHI,11-20 years,N,Lease,55,2,52,96,42,73,N,N,Y,Y,Japanese,Y,Average,360818,221194,349512,15182,6263,14706,Y,2,-79.32973,43.65767,2
128,AHZAR,Under 1 year,Y,Lease,11,5,3,107,32,41,Y,Y,Y,N,Chinese,Y,Low-end,140438,78271,76728,3647,1731,1992,N,0,-79.42001,43.64632,0
129,AHZIMAE ZIPBAP,11-20 years,N,Own,12,3,21,144,42,44,Y,N,Y,N,Mediterranean,N,Average,338205,104617,161057,14606,1443,6955,Y,4,-79.41853,43.79049,4
130,AISH TANOOR,1-5 years,N,Own,40,13,7,89,55,86,Y,Y,Y,N,Mediterranean,N,Low-end,150948,19429,18176,3760,992,452,N,0,-79.42955,43.70038,0
131,AJI SAI JAPANESE RESTAURANT,Under 1 year,N,Lease,47,11,53,79,48,91,Y,Y,Y,N,Mexican,Y,High-end,564714,8619,355827,12787,467,8057,Y,2,-79.39755,43.6485,2
132,AJI SAI RESTAURANT,11-20 years,N,"Lease, want to purchase",5,8,22,147,9,95,Y,Y,Y,N,Japanese,N,Low-end,142310,48111,145804,5988,1602,6135,Y,5,-79.34166,43.67935,5
133,AJI SUSHI,1-5 years,N,Own,54,7,7,142,33,49,Y,Y,Y,N,Japanese,Y,Low-end,243128,8568,9732,10500,2046,420,N,0,-79.492679999999993,43.77259,0
134,AJISEN RAMEN,Under 1 year,N,Own,40,8,45,148,69,82,Y,N,Y,N,Others,N,Low-end,167796,76829,147838,7459,895,6571,Y,3,-79.413,43.77162,3
135,AJISEN RAMEN,Over 20 years,N,Lease,18,7,19,123,52,75,Y,N,Y,N,Japanese,N,Average,401340,49857,51773,17840,352,2301,N,0,-79.29337,43.8157,0
136,AJISEN RAMEN,1-5 years,N,Lease,24,14,25,166,5,43,N,N,Y,N,Indian,N,High-end,455602,178345,460807,10270,4290,10387,Y,1,-79.39852,43.6539,1
137,AKA-ONI JAPANESE CUISINE,1-5 years,N,Own,54,9,6,106,44,41,Y,Y,N,N,Mediterranean,N,Low-end,142223,59050,180058,3849,409,4872,Y,1,-79.29921,43.82188,1
138,AKAI,Under 1 year,Y,Lease,23,9,17,161,15,57,Y,Y,Y,N,Chinese,N,High-end,725544,155107,522253,24778,7447,17835,Y,3,-79.40502,43.66308,3
139,AKIRA BACK,Under 1 year,N,Lease,18,12,21,83,10,74,Y,Y,N,N,Mediterranean,Y,High-end,739128,24284,356390,19380,6369,9344,Y,5,-79.3923,43.64603,5
140,AKROPOLIS PATRIES + PIES,1-5 years,N,Lease,42,18,3,145,23,51,Y,N,Y,N,Italian,N,Average,231807,16492,18287,6273,3347,494,N,0,-79.34349,43.67949,0
141,AL MAC'S BAR & GRILL,1-5 years,Y,Own,38,7,68,126,29,87,Y,N,N,N,Greek,Y,Low-end,130839,64414,95094,2895,1066,2104,Y,5,-79.24878,43.70981,5
142,AL MANDI TORONTO,1-5 years,N,"Lease, want to purchase",58,11,11,93,66,58,N,Y,Y,N,Greek,N,Low-end,135863,73726,77463,4687,740,2672,Y,4,-79.32937,43.68235,4
143,AL'S PIZZERIA & GRILL,1-5 years,Y,Lease,63,9,36,118,21,48,Y,Y,Y,N,Korean,N,Average,513474,232912,315372,11362,3587,6978,Y,5,-79.2615,43.7155,5
